Tweet,Sentiment
"@scottwil56 @si_richardson @gcntweet Good to meet you too. :)","positive"
"@xandaolp Thank you! :):)","positive"
"I got a jacket I could easily sale for a good price but I got it for Brianna cause that hoe was to clean to sale :)","positive"
"@thatpinkgirl i would enjoy that! love cookies :-)","positive"
"@Ottosprofile @linneajosefinah en liten bit! :)","positive"
"@Belladova Not yetttttt :)","positive"
"Hello Seattle!! :D","positive"
"5 on to quad! :D","positive"
"@enotrias We'd love to welcome you in next time you're in the area! :) We're at 1021 McKinstry -- think we may get to see you for a tasting?","positive"
"@casroc December babies are the best! :)","positive"
"@Lici_2194 i'd go for the weekend :) soo wait u r really not coming ?","positive"
"@iansomerhalder time <3 #Damon #TVD5 #La5 #Italy :)","positive"
"@mChi ha ask? :)","positive"
"are golden boy is back :D :D","positive"
"Praying to God.. That no matter what happened at the end of this day something good will come.. :) #positive","positive"
"Make a happy vIGYSaw8q","positive"
".@amyhoy to experience gumroad's smooth checkout is already worth the money :) still looking forward reading the book though :)","positive"
"@Cat_Headley @JennyMarra @theSNP Oh! Personal attack. Nice :)","positive"
"cold :-)","positive"
"@alisonjanemoffa haha keep doing that :-))","positive"
"@TAMARADUARTE Good Night Beautiful :D   ❤️😊","positive"
"@DianeWillis1 @ByrneingCutie listen to the CD while you wait! :-)","positive"
"@CP_Jock Good for my Spanish as well :)","positive"
"yay to submitting my last lab report of the semester! :)","positive"
"Hello :) for Grade 12 Youth jobs recommended, follow @tolajobjobs @Bongie_bright","positive"
"Just saw a guy cross the street in a xc0dc hoodie :)","positive"
"@Kiminator5421 I'm in Sir Murray's home with my boyfriend :D","positive"
"Holy crap I got Gullit in a pack check out my YT channel to see :)))))","positive"
"""@5SOS: Our gig is at 12 today !So keen to see everyone :)"" crying af 😭","positive"
"@cgcavalier Woo thanks :) #fblchat","positive"
"2day is  #IDPwD how will u celebrate? I will be at the @afcasiancup #CBR dome @ 12oclock celebrating in sport. Come say hi :) #football4all","positive"
"She wish my lips were closer :) #kiss#ben10#selfie#. http://t.co/vtvCpzagJN","positive"
"@ohmydobrevo of course :D. btw I'm Vivian :)","positive"
"@AyoWrote because you understand :)","positive"
"@motivation1919 done ! :D","positive"
"Like my last 3 posts :) deleting post in 15 mins by ______oreo______ http://t.co/hbWUn21osA http://t.co/nurSETVEQ0","positive"
"@thebumblebeethe They are cute, arent they? :) I have a personal one that I use as a scarf and blanket for air travel. Heheheee.","positive"
"@AwedJob I have heard of them! I think I live too far north for you to come visit, though. :) Close to Spokane, WA.","positive"
"@WarnerBrosEnt #GivingTuesday Give me a UK Marketing job? That would be lovely :)","positive"
"@lluismf thanks for sharing the vid. We enjoyed making it. :)","positive"
"@RevDaniel @urc00l congrats for not lying while the lord watches over you :p","positive"
"@labahnski Basic fit :)))","positive"
"@eRa_Suuny good finish :D","positive"
"@oliviaritchie2 hell yea! thanks Olivia ❤️ you :))","positive"
"@nathalie_rayner @black_mamba_06 @lanto1967 ...Not hard to imagine what happens next Here! lol :D","positive"
"@WizKathLight @TheClassicAlice I need to catch up :P","positive"
"@clairel26 @JackoGaz @BelfastGiants @OGP82 Yeah, both slightly older :)","positive"
"@UltimateWebFan Good point! Btw I'm glad to see your man's ok! :-))","positive"
"Welcome beck judika :D","positive"
"@nadadance yes I'd love to! Lemme know what time and where and I'll be there  :D Thankyou! Xx","positive"
"Watching channel 5 Britains craziest Xmas lights :D obviously looking at these people I am not that Xmas crazy, I... http://t.co/G9KYVZTfII","positive"
"@Liam_TB @NadiaMcKane now he's getting defensive! :) #videostealer","positive"
"@cosmicfroglet Of course, Annalee :))","positive"
"And here's the pic of said baby #blueberry plants :-) http://t.co/VRVttaxrpM","positive"
"@SiefElbialy tb I miss u ? :D","positive"
"My #blackandwhitechallenge @bsmalls3 :) @ Sabor Latino in Kenner http://t.co/mFrzMn0uuI","positive"
"BPL Midweek....:)","positive"
"I need a time machine so I can go forward into time to see Batman v Superman :)","positive"
"@larryshotcocoa Could you please help me by Retweeting the linked tweet? I could win my favourite watch! Tysm! :)https://t.co/CXgEIXn9Gr","positive"
"@fem_tellectual Oh, I will! :D #fblchat","positive"
"""@WWE_TheShield12: Kayla & Mollz are my biggest fans if I become a wrestler! :D"" and me","positive"
"No it isn't ! :D #MTVStars Lady Gaga","positive"
"@RickyPDillon alright its okay :)","positive"
"@fieryverse thank you :)","positive"
"RT '@SKYCITYAkl @TheWondersNatur @shaun_jeffers @NZ_photo @LocalAuckland watch this space! #Xmas colours coming this Friday... :)' Awesome!","positive"
"Jese is back and Khedira is gone :D","positive"
"@Nashgrier  I wish you  see my tweets !! :)*103","positive"
"@VBK69 replied. :-)","positive"
"@tyty_denise21 @amazon Tks! Our users are amazing themselves :) hope you have a happy holiday!","positive"
"@redraider_08 I think Adam Lallana has just given you a reason why, hasn't he?  :)","positive"
"Welcome back Jese :) Wooohooo!!!!","positive"
"@MacWorld_Sweden, hi. I'm introducing the SIDP humanitarian project. http://t.co/7ELVLf8CeV. Shall we chat? :)","positive"
"@tokiohotel Munich 18.3.2015 & Great Day VIP package in Vienna on 26.3.2015! I'm so happy that I will finally see you! :) ❤❤❤","positive"
"A work in progress: commissioned #portrait of my cousin & his dog :) #art #drawing #wip #illustration http://t.co/v4DgiDwscP","positive"
"@Dodge, incidentally, I have always driven a Dodge vehicle, when I got my license, I inherited an Intrepid and once drove a Rae! If you make it, we'll shake it with you :-)","positive"
"Pure joy :) #cruze https://t.co/Olz0TV9BZH","positive"
"@hanknorman awe-some! : )","positive"
"@pinkhearthope amazing! :) So many great goals and dreams that you have and I'm certain that you will be very successful with them all! :)","positive"
"@yeIyahmarina fback ? :)","positive"
"@dershep I have that as well, but it doesn't stop the paranoia of forgetting something :P","positive"
"@DBGaming97 good luck to you and @RashaunzyAsh then :D","positive"
"Felliaini scores again :D 1-0 Utd come on!!!!","positive"
"@JackBennewith haha nice one! Try getting it in your eye :)","positive"
"@minliangtan it depends if it's ""Australian Internet"" compatible :)","positive"
"@AnnaleeRoses great stuff :-)","positive"
"@ChrisABiersack Have fun tonite Chris! :)","positive"
"@johnkeypm starts by asking Stephen Levine for his mobile number so he can text him his thoughts on the conference :-) #PEC14","positive"
"http://t.co/NWeoZEhOk9 Listen on Fahlo: #1YearOfChangeMe Throw it on :)","positive"
"@David9684M thanks for sharing the vid. We enjoyed making it. :)","positive"
"Well i have 20-15 vision :) nice to know im better than most lol #coincided","positive"
"about 12 weeks :-) http://t.co/6GrcwQHAt1","positive"
"@davidwalliams @BBCOne Looking forward to it! :-)","positive"
"Night out with beautiful Stays :) #night #nightout #shoes #highheels #heels #nike #sneakers @… http://t.co/yiDzTLIzzk","positive"
"@nicmcintyree oh it will be good! :D","positive"
"@cdjmusic not kidding! :D heard this wonderful song...just checkout if its u in this video...i think it is: http://t.co/ghnOQgldsp","positive"
"Go join the debate over on my blog :D http://t.co/aQpWJwQW4L","positive"
"“@Andweaaaaaaaa: Can't wait to spoil the shit out of my boyfriend for Christmas :)))”","positive"
"@voodoodove Did you ask this ? :) https://t.co/rgc1gMiCvs","positive"
"@HeidiVictoriax  just send you a message on here with a picture! :) xxx","positive"
"@sarvatragam I wish I had this one :) Got the Caliber 115 instead. Not a bad bike for college in those days.","positive"
"@gioiabruno Hey, stranger! Just checking in. Hope all's well! :)","positive"
"Jeseee :)","positive"
"qOod nIqhT qIrliES. i'm sure i'm having sexxxxxx dreams tonight ugh. can someone come suck my dick and i'll bareback you then. qood bte :)))","positive"
"What a beautiful, beautiful day! I'm happy, I'm healthy, I'm calm, I'm confident. I like these days. #normaldays #MyVoicesAreQuiet :) #happy","positive"
"@IrvineWelsh Ahh Talking Heads! I`ve not listened to them in ages, I think I`ll dig out what I`ve got.Cheers. :)","positive"
"Check out Cartoon Network Vans by VeryBadThing on @deviantART http://t.co/IpQgkxpEqKKto mi da na urodziny dac :)","positive"
"@AaronBearden93 @nationwide88 @DaleJr thank you sir :)!","positive"
"@pankan_ should I explain? :)","positive"
"Livin' the high life - see you in 2015? ""@ggabodirwe: Thank you @visitgauteng for the 5 star treatment. It was an experience :)”","positive"
"@MLGIlir Yes I will, thanks for the help :)","positive"
"@MrDuckstep give us back Marko and you can take Maxi :)","positive"
"@savedtovote5sos Could you please help me by Retweeting the linked tweet? I could win my favourite watch! Tysm! :)https://t.co/CXgEIXn9Gr","positive"
"@JontySharkey the Merlin in Morningside are looking for part & full time peeps Jonts :)","positive"
"@owlcity So excited to listen to it!!! :) I was just listening to Light of Christmas and Peppermint Winter!!! Both amazing songs btw... :)","positive"
"@fizfizfiz @lottietommo :) today is my birthday, I turn 15 and are held in Venezuela 15 instead of 16. I Might , yes :)","positive"
"@xcuddlydallasx :) i cant wait to get it :D haha my mom told me to set an alarm because i always wake up so late","positive"
"Pengantar bobok :)#hoammm ♫ Your eraimrobyn :) me, too.","positive"
"Burrito!!! 😇💕😍 yes please! :)","positive"
"@OhItsThirteen Sure, you can resend it. :)","positive"
"@bingowings14 All ok. Won't do it again, etc. :) xx","positive"
"@lb003g0676 It's only the 42, not the 50, but it seems mighty nice on first impressions. Will game later, see how the PS4 pans out.  :-)","positive"
"@Tattooed_Babes thanks foruets & stuff. :) So, it'll be laid back, way less stress.","positive"
"108 days till the last day of school for seniors....oh my lord! :D","positive"
"Can't wait to listen your new cover !!! I'm so excited ! 😁😁😁❤️I love youuu uff is way outta my wheelhouse. :)","positive"
"@keaneiscool hey thanks for following our blog page :) you sing too! When we're back in SF, wanna do a collab??","positive"
"@bumbalina animals of all types are welcome @ Pet Pics!  We've had bearded dragons previous years :)","positive"
"@woahjessi pls go :))) I wanna see u","positive"
"@hseyinemir11 Thank you very much for the RT's, Huseyin!! :)))","positive"
"Good evening all! Head down to Luigikhan's tonight! Try out our new Xmas Menu - limited time only! And remember - there's naan better! :D","positive"
"@hyper_piggie Ha ha then I changed it again because the green ""J"" was too much for /me/.  :P  All red letters looks more natural.","positive"
"@BarbraStreisand #GivingTuesday http://t.co/PoMWZq3goI please click the pics below help build a school in Malawi :) http://t.co/L4dEXbXMov","positive"
"@daguajar thanks for sharing the vid. We enjoyed making it. :)","positive"
"jese rodriguez!!!!! woooooo :D <3","positive"
"@Tristiennn there was a guy doing it at the college today :)","positive"
"@lauradatno6 not according to our experience :) they're just awesome.","positive"
"@AustinMahone AUSTIN FOLLOW ME PLEASE !! I LOVE YOU :)","positive"
"@seattlegeekly almost, yeah. Good eye there! :)","positive"
"hey can u follow @calvinmcdonald_ it is my account i will followback if you like :) thanks and i make youtube video@v0te4troye","positive"
"@albertocairo @xocasgv Hah! I don't know if that counts as a full beard! :-)","positive"
"Thinking I want to dye my hair dark again. Bored of highlights now, maybe I'll switch to some chocolatey red lowlights instead :)","positive"
"Birds and Cats generally get along :) @infinitycat","positive"
"@94plaidstyles okay :)","positive"
"@palmettomud It was taken rather a long time ago, but thank you :)","positive"
"@cwayyneee @ihopeidontdie I believe a larger number of dungeons is more fulfilling than side quests, but that's just my opinion :)","positive"
"@ArtSyndrome75 @FineArtAmerica great use of colour expression and ""dribble"" :))","positive"
"@TheBIBAs2014 well my juggling is coming on a treat hahaha :) how are you? #RVhour","positive"
"@ChashMishPTI nai lagti don't you worry mein chashmish nai hon :P","positive"
"Hmm I'm tempted to give Jal'viere a business partner...that's a Fallen Warden...hmmm. That's a thought, yeah. A good thought that is |:D","positive"
"@PurdysChocolate I definitely want to try your chocolate, I love me some dark chocolate. :) I will be checking out your store this week. :)","positive"
"@wckdvoid @iNitroTR Dont be :) Its just for a bit, I have to go but all the best u two!","positive"
"@brebailey101 How was schooool? :D","positive"
"@karinacooper I suspected you'd like it + a lil perk-you-up for the mixed emotions today. :)","positive"
"@AnoshNj Sorry i mean Dr sahab :P typo mistake","positive"
"@outcastaussies hi :) sorry to bother you, can you pls rt this and mention Luke?👉https://t.co/QVL1jUilo6💕It would mean a lot :D","positive"
"High times,high grades :)","positive"
"@contourcorsets I like diversity in my tweets. Bake me something nice. :)","positive"
"@HoodieeStealer @amberrrrrrr @Jade_coops @JessTweedy_ can you please share my page :) my new business pretty hampers xx","positive"
"@ConstanceMUA just me! :)","positive"
"Hello :) http://t.co/MQ4c2emxtt","positive"
"Yeup...its still here :)","positive"
"@NTUEquestrian so fun! thx for arranging this :) equi love! xx","positive"
"🌅 | Lovely sunrise this morning :) | by jakelapham http://t.co/MVmiPFBqY2 http://t.co/DHAR0gSOlM","positive"
"Somewhere @ChrisWahl is mentally screaming over the use of so many ""premise"" v. ""premises"" in this meeting :)","positive"
"@ghadaMAlalli I think i have enough Experience to judge :)","positive"
"@gienahghurab So much happy :)","positive"
"happy birthday boys :)))) #3YearsOf5SOS #5SOSBDAY #5SOS3RDBDAY #AshtonSaidYes http://t.co/YUQ5dYmiA1","positive"
"@VincePagano yessir. Still a name I like but needed some trimming as it was considerably out-sizing my dogs :)","positive"
"@BakerMachado @naked_rowers @ENews we are VERY excited - about to leave the hotel now :-)","positive"
"@jazmyn_lynne and there you go, set to expire on 3/3/15 :D","positive"
"@_eliyonce_ would favorite my struggle lmbo :p","positive"
"Congrats! Come Back Jese Rodriguez :)","positive"
"@QueenPigCp Thanks so much Queenpig :)","positive"
"@FabFingertips1 Of course I do! It's so hard to tell who's who on my phone :-)","positive"
"@justinbieber I love you very much, and I hope one day I can hold you, thank you for making me smile. Te amo :)","positive"
"@beliebershinee Could you please help me by Retweeting the linked tweet? I could win my favourite watch! Tysm! :)https://t.co/CXgEIXn9Gr","positive"
"@ImperialPly done and thank you #FBLikeHour :-)","positive"
"@aprilbaaby Episodes 5-9 so far :)","positive"
"@fkinamy phones just died not ignoring u :) x","positive"
"Well @rogerkline I've been accused of many things before but never teddy lobbying :-) @DrUmeshPrabhu","positive"
"@_MemO_o1994 not really know how to do,I do not know, just tweets!! :)","positive"
"@ASOS_HeretoHelp Hi I just sent you a DM about an order I've not had a confirmation for that I placed a good few days ago. Help? :)","positive"
"@Bronyance Sure! Just search for me on Skype. I should be easy enough to find :P","positive"
"@UKTransracial Thank you - I'll read around that :-)","positive"
"#3yearsofAustinandAlly loves from Turkey :)","positive"
"Slightly worrying when your Ucas referee emails you telling you he's nearly written your reference two days after school sent it off :):):)","positive"
"love u :) @zaynmalik","positive"
"@SaLoiEvans @MrLukeGorgeous he is a nut! :D","positive"
"@4LetterLie @AltPress @arteryrcdings Superb!!! Happy news!!:)","positive"
"@cpbarlow @KnappleFacts oh shit you're right. Have a great day and week hunter! :)","positive"
"I'll try and get the VIP tickets for me and my friends :)","positive"
"I feel like I'm bothering you today >-< sowwwy, <33 buh I wanna say thank youu for making me happy today, I love you milllionss <33 :D xox","positive"
"@alexrovereto thanks for following:)! pls check out my new christmas video http://t.co/zwQMFZ4vEo pls let me know what you think :)","positive"
"I really wanted a Lallana goal today as well :)","positive"
":D ""@GeniusFootball: Jese Rodriguez is back for Madrid after missing almost 9 months through injury http://t.co/iiUqis4sia"" Cc @CyraxZA","positive"
"smile baby :)) http://t.co/drVM3WzHuc","positive"
"@Amalreek_ han petite nature :P","positive"
"Guys, hope you get a wonderful Christmas rally (bears will hate me for this :) and enjoy New Year. Take care everyone - and enjoy life!","positive"
"@iwinsoiwin @st0rm_at_sea @ZelaMorre I know the pairing of mine! :D","positive"
"@amymariajust have you booked anything? Yes I'm free, what do you have in mind? :)","positive"
"@RojoMosca thanks for sharing the vid. We enjoyed making it. :)","positive"
"@Katie_2014_ lol :) so is 12s ass like dayum! 😉 @giraffegirl31","positive"
"@Morgan_Staps Just feeling better now o thank you!!! :D","positive"
"he looks happy ??? $:!:)::& http://t.co/yyeTZOd71z","positive"
"There you go. Always assuming things. :)","positive"
"@summerspaaaaans love u :)","positive"
"@johnessa_ follow back ? :)","positive"
"@AlexGallowayTW and pretty :)","positive"
"And the packing begins : )","positive"
"@Aimeeteegarden not kidding! :D heard this wonderful song...just checkout if its u in this video...i think it is: http://t.co/DMzTunPozN","positive"
"@RickyPDillon notice me????:)","positive"
"@BrittanyCurran not kidding! :D heard this wonderful song...just checkout if its u in this video...i think it is: http://t.co/ABapCfFzMB","positive"
"No one reply :)","positive"
"@bootywalmart thx faggot bitch loser :)","positive"
"@marieesofly yeah it's just a song :-)","positive"
"@laurenkatebooks not kidding! :D heard this wonderful song...just checkout if its u in this video...i think it is: http://t.co/BQvbsp4wPM","positive"
"@LearningHouse I am looking forward to the Universal Design: 3 Principles for building an online course webinar tomorrow @1pm.  #Yessss :-)","positive"
"@kashif_Qaimi Stay happiest :)) @maha_splashers @Sabaa_Ahmed it's okay..on some other tym..but must share!! I'll wait :)","positive"
"the VS fashion show is on what a great time to hate myself :-)","positive"
"@StraightUpHippo I'm on the right side of your screen :O I'M FAMOUS! :D","positive"
"Veeee Jeseeeeee :)))","positive"
"#3yearsofAustinandAlly #AustinandAllyCast @lauramarano @Raini_Rodriguez @rossR5 @CalumWorthy What's your favorite song of A&A? :D","positive"
"Cory :) http://t.co/7IG5cuaLbG","positive"
"@tokiohotel Can you believe the tour is starting in a few month ?!!!!! =D #FeelItAllWorldTour2015 See ya in Paris guys :D","positive"
"my next boston weekend is gonna be so good!!!!!! gingerbread party w all my favs and hangs with the uruguay posse ((maybe)) :)","positive"
"Khedira out.. Jese R In :D","positive"
"@caveiy I know :-) I'm pretty great","positive"
"@ElliSeibel can you follow @carlosparejo plz? he's a young singer<3 thank u!! :)","positive"
"@Meremetse noooo not at all :), have U decided on wht u want for next year?","positive"
"@want2helpUtoday Thanks for the HS shoutout :-)","positive"
"@HEROINCIM Buut Colombia looks so cool :D !","positive"
"@JackieAshenden I can understand that. :)","positive"
"Profound words of how a dream comes true :-) http://t.co/9JBaki46Qk","positive"
"""@danielsahyounie: Wake up everyone :) http://t.co/K0joaqTNz9"" bebe hermoso","positive"
"Enjoy some smite game play join free on smite game refer Halvonis :D http://t.co/CDJtahDfPv","positive"
"@Jaypestaay happy birthday! :)","positive"
"thanks... and your kid bro must be a really cool kid... yes?..:) tell him HBD from me @NgugiMuthoni","positive"
"@FFRF I love Andrew's sweater! :D","positive"
"The club is not going up on a Tuesday pls stop it's 2 PM the only thing going up is my stress level and annoyance for you :)","positive"
"@Iria_Muchan thanks for sharing the vid. We enjoyed making it. :)","positive"
"Been DM(ing) with mine from the US & The UK :) RT@TS_Sithole: Time to tweet with my American tweeps...:)""","positive"
"@mymaggieland Yes I did, myself and @dliiter will be attending on the Sat! :D","positive"
".@MikeLockman how about a #GivingTuesday donation to @choicesforyouth :)? We'd <3 you 4ever!! https://t.co/fvV9mrlzN1","positive"
"Time to go homeee!! Goodmorningggg :)","positive"
"@FallPhoenix @Nidonomics @aishadon94 @LeaSV @NTSHAMZ2010 Aww thanks 💕 I miss him too...he's playing in Indian this wkend tho :D","positive"
"Yes Xbox servers are up :)","positive"
"Hi everyone, just a quick reminder about my break-in. Please keep your eyes and ears open for my stock :) http://t.co/JkKAChrEJL","positive"
"@itsbradiez follow? Graaacias! :)","positive"
"@69withschmidt @HeffronDrive Wow! I love this picture! It's amazing :)","positive"
"@FuturisticHub So what day dude? :)","positive"
"@stay_strong2092 :D Ok, where/when do we meet? :D","positive"
"spotted in The New Yorker. I think this cartoon should be about startup culture, not evolution :) http://t.co/sncZJnir5j","positive"
"Nevermind :D","positive"
"@destinynicole07 Thank you!! :D","positive"
"@MossFox I would love that! :D And thank you. > u <","positive"
"@BenWachtel Thanks for the follow, Ben :)","positive"
"#ClaudioPanicatthedisco pon Lying Is The Most Fun... @claudiotelehit :) porfa claudio","positive"
"@KatyGMLA thank you : )","positive"
"@DanersAuntie You tease! :P","positive"
"@deans1979 hi, yes good thanks, you? Was gonna message you about this game the other day.Yes I'll be there. Pub before? :)","positive"
"@OrganizedXChaos I'm from Bavaria. I'll have a lot of beer on my jet :D","positive"
"The pitter patter of rain is do damn peaceful. Good afternoon :)","positive"
"@fashbeautylife I won 2 awards (company and cosmo), went to some fabulous events and met great bloggers :) #fblchat","positive"
"@Aydi_Aqira Yessssshh :)","positive"
"@DanielStatham96 O ( not oh. Host one in losing) :)","positive"
"@brainimpact @bmkatz @MRMweb @nirave @geoffarnold aah, maybe I should switch to the stream too :-))","positive"
"@bibapisa Could you please help me by Retweeting the linked tweet? I could win my favourite watch! Tysm! :)https://t.co/CXgEIXn9Gr","positive"
"@irwinsmystery oh cool and it's ok it's not your fault :)","positive"
"Djing in Miami in June, 2015 is looking amazing already :).","positive"
"I've got my water and WD-40.  Ready to sing!  :-). http://t.co/MYOx2xrq2X","positive"
"@LBFlyawayhome Coco the caravan or Tony the tractor always a good bet :)","positive"
"$DGLY :) another squeeze!","positive"
"@Beakmoo Happy Birthday!! Hope you've had a good one! :-)","positive"
"my 65 year old male professor just told the whole class he has a Uti :-) #Okno #Tmi","positive"
"@omg_its_mandy double date it is :) our two tall, chocolate men vachatoita mabestfriends chete even if they don't want lol","positive"
"@darwineurope1 For somebody who presumably wants to be seen as rational you are silly :-) This isn't ABOUT shale","positive"
"@Aubaaaan I'm not a fan of metal actually :D","positive"
"@EvSebasty happy 21st bro!!! You're a rockstar, I hope you have an amazing birthday you totally deserve it :)","positive"
"When someone calls me by my full name or surname... ❤️ :-)","positive"
"@John13034300 Yup, should be live in about an hour :D","positive"
"@X_PLICIT anytime :)","positive"
"Beer,mates and football :) http://t.co/2kjfPbsgyR","positive"
"@LermansJuliet    Another poster :)","positive"
"@bigsisterhouse @becs4_ @apandolf @Carlislef1 @Kick01 Party Time :-)","positive"
"@tiffanyispimp lol oh noo! thats okay. :) well hang soon im sure!","positive"
"Just put up my Christmas Tree! My room is now looking very festive :) #Christmas2014 http://t.co/tlDnNT5MrV","positive"
"@silvia_vivek hey Silvia, hope ur well! :)","positive"
"@david_roe05 @peppered @bommy @sleepydisco Ben and I are now online and ready to raid :)","positive"
"@TheSoapboxLord thank you Caleb! that means a lot :)","positive"
"Elon Musk ist so ein fucking awesome Guy!!! :D","positive"
"Oh, na, na, What's My Name? :)","positive"
"Among all those news, this is most read: Burger King brings back Yumbo after 40 years http://t.co/qlBvk7lv5L :-) http://t.co/QdhcLClayO","positive"
"@drewstommo that's good. I hope it works :)","positive"
"@Ourbaby_JB @justinsbeLieb16 I do :)","positive"
"Putting up the Christmas tree :D","positive"
"@jonfellchef that looks good.. Bought some nice duck this evening..:)","positive"
"@sensual_heather I've been talking with another Mistress recently. And she has talked about cuckolding me. So there is that possibility. :)","positive"
"@JanMinihane cool. You get a mention in my Paleo UK blog post this weekend :) #paleohour","positive"
"@FeddyBeaar Bye Klara!! :D Enjoy the Mentalist  first episode !!:D","positive"
"@KurtBrowning @sonianboc r boys are worth watching over & over :) John","positive"
"#FeelItAllWorldTour2015 @tokiohotel had a bad mark on physics but i don’t carei’m waiting for the dates :D","positive"
"@RickyPDillon im a patient wall dw :)","positive"
"@ProSyndicate @OMGitsfirefoxx @CaptainSparklez http://t.co/FRFnQSzA1x A funny clip in todays Trinity Island episode :)","positive"
"@ljenkins314 someone research that and if so bring the issue to light with them? :P","positive"
"Never thought I'd see GOT7 & B1A4 together haha but that was cute! I also see cube girls trainees?  Hmmm~ interesting :)","positive"
"@lolbyeurnot1d follow back :)","positive"
"@TheRealRodeo me you & @KinkyKarnival should make a more accurate version :)","positive"
"@LanaDelRey go independent or go to a smaller label, interscope is ruining what you care about :-)","positive"
"@GFuelEnergy @FaZeSlxsheR just saw, but done :)","positive"
"@Elverojaguar They love each other !! So beautiful :))","positive"
"@trqscitygirl Oh good, sounds interesting! :) I'm doing well thanks, happy and healthy so can't complain :)","positive"
"Great meeting with Axcis today @Eleripup1 some exciting poss/opp ahead ... Thanks :-)","positive"
"@AquisMarketing @HelloJetBlue if I was at HQ, I'd be excited, but that's still a long way from PDX :)","positive"
"Hey @woodelijah looks like my son is trying to be Frodo :) http://t.co/acbcp0GYh0","positive"
"I'M GOING TO DO THE GROOT TREE :D#GuardiansOfTheGalaxy","positive"
"Currently accepting applications for my winter formal date :-)","positive"
"@ferroz_Hz im good thanks :)","positive"
"@LitAgentMarini  Victoria, thank you for your WD webinar, ""Let's Begin,,,.""  It was phenomenal--informative and helpful.  Thanks so much! :)","positive"
"in life the key to happiness is having a peace of mind about all things : )","positive"
"@pampierce44 @tonyholguin27 @yankeechris18 @panickstrken @JohnRoidt WTF! Are you ok : ))","positive"
":D) - My nigga nigga I miss when you use to come to Lincoln you used to make me laugh all the time","positive"
"@ResourcefulMom A1 Started at the beginning of the year! Still not done. :) #Hallmark12Gifts","positive"
"Very neat trick, Patton Oswalt #AgentsofSHIELD :)","positive"
"@TeamLabDa1st thank you for the favorite happy u like the @imPastel song :). Is it cool if we send new songs in the future?","positive"
"Multitasking! @P31OBS #beforeamen :) http://t.co/MrhBPbckJn","positive"
"@ilooklikeamodel @_KimberlyChung Have you heard this track? https://t.co/TdoKCNResS Let me know what you think :) future trap in LA","positive"
"@1989swiftpacks @1989sbutera the 2nd one :)","positive"
"@Sukki24 @YMCbuzz @GoodyHair with mine I literally twisted strands and pinned :) #goodytips","positive"
"This ORQ Bein assigned as me fucked ovaaaa :))","positive"
"@alexanndrriiaa okay good ! :)","positive"
"@luke_gulley Pretty much! Life is great. :) How are you?","positive"
"@AcousticNash stalk this account for  gain tweets :) gain tweet in 1 minute","positive"
"Dean just used puppy dog eyes :) #Supernatural","positive"
"@amanfbaby ok thank you :)","positive"
"@MaxwellMercy Way to go :) #bibchat","positive"
"@MYKINGISMICHAEL you are queen and Ily!! :D so happy you followed me!! Thank you!!","positive"
"goodnight i love niall and liam :D","positive"
"I love that we have that now :-)","positive"
"@Site5SOSBR :D Xx","positive"
"Photo: I made it to 100 subscribers! :D Thank you, everyone… a “special” video is in the works. http://t.co/wFBZmoKzIj","positive"
"GOODMORNINGGG :)))","positive"
"@CharismaCa Thanks for letting me know. For some reason I hadn't seen it. Will check it out tomorrow :)","positive"
"What I had to use to explain how Las Vegas is across the country :-) @_ashleeeeeeey_ http://t.co/mtK4qq0FgS","positive"
"@SimoneAlbuque10 @ureshiimarl @Sunny2028 @benjikats1 @cristiana_carpe @Ivana___Croatia @louzival2011 @JaderPierre TYSM! Hey everyone! :)","positive"
"@grantgust just started watching #FlashvsArrow right now and loving it. Even if it wasn't the crossover, you are still super adorkable! :D","positive"
"Praying for @TakeKare_n because Ryan Gosling :)","positive"
"thats the real reason why i deactivated and wanted to deactivate last night :))","positive"
"Let's grow up now :)","positive"
"@gwiz210 but I thought you did really well!!! You explain the creative nicely :)","positive"
"@CAPLDY Then.. buy a big drink so you need to go again. :)","positive"
"At @TheOnlyCafe listening to @TheLifts :) #Music #CraftBeer #GoodTimes http://t.co/azTq7hK0Mv","positive"
"@braveryliamx @Real_Liam_Payne done! x mind retweeting this?:) https://t.co/7TSnnMSuaF","positive"
"We're not exactly doing Vlogmas, but I have a few vlogs going up next week. Editing now.. :)","positive"
"@adwords thanks for noticing and the congrats! I'm one proud daddy :)","positive"
"@G_Hannelius Hi! 03/12/14 Today is my birthday, you greet Me? Please I love you, Greetings from Argentina! :)","positive"
"@samanthatoy Whoa! Earlier tonight I thought the orange one was farting on the black one’s face. The more you know! :)","positive"
"I hate boys :-)","positive"
"@Geo2003 Oh, that's an easy one. GamerGhazi. It is the gamergate gift that keeps on giving. Turns neutrals into pro-GG on a daily basis. :)","positive"
"I have an essay for my class final due Friday. So naturally, I'll get around to it Thursday night :)","positive"
"@CWBYall Good Luck Craig. Hope that you Win the Voice. You remind of Travis Tritt when he was younger. Voting for you.:)  Love Audrey","positive"
"@Jenyour Amazing to chat with you to :)","positive"
"""@Viiccennt22: Maybe I don't cry, but it hurts. Maybe I won't say, but I feel. Maybe I don't show, but I care. :)""","positive"
"Morning :D","positive"
"@cw_spn Jodie get the boys..:D #Supernatural you'll need them.","positive"
