@relation 'data'

@attribute Sentiment {positive,negative}
@attribute SentimentText string

@data
negative,' i wish someone was here to watch this movie with me. sucks watching titanic alone. haha depresing!'
negative,' i offically dnt like eyeliner. Ughhh im so hungry !!!'
negative,' i only 45 min lunch break today... stupid dead filing'
negative,' I really don even know what todo.'
negative,' I really don like my new haircut... It too short.'
negative,' i really need a hug'
positive,' i really wanna watch the david cook and archuleta concert!!) sooo HOTT!'
negative,' I sad right now'
positive,' I said I get a SUMMER flu not the swine flu    But now bilions of swineflu tweeters are following me'
positive,'- i sang early tonight, one song...was fun. '
positive,' I see you babes! follow my boy @RealTalk24  @MsMariaG @BUTTERSCOTCHBRE @cheeksgreatbarz'
negative,' I seem to have lost 2 followers today! Should I take that personally am I really that boring???'
negative,' i seriously hate this assignment. sigh. and i got no mood to do other assignments also coz i worrying too much abt this one!! grrr!'
positive,' I shine through my smile, someone said. I just Jamba-ing!!'
negative,' i shouldn even bother watching the mmva, it only gonna piss me off.'
negative,' i so wish my head would sort itself out, god i hate being 15 sometimes! '
negative,' I spoke too soon.'
negative,' I STILL CAN MAKE VIDEOS'
positive,' I think I did good in the math test! I need to write nao...34 655 words!'
negative,' I think I have the handwriting of a little kid. Probably because I type so much and write so little. http://twitpic.com/7ijsv'
negative,' I think I developing an anger problem'
negative,' I think I getting sicker everyday.'
negative,' I think I getting that stomach virus going around....nooooooo.'
negative,' I think I starting to get sick... piglet flu?'
negative,' I think imma have 2 take my dog 2 the vet....'
negative,' I think the price of my skating lessons has gone up from Â£48 to Â£60!!  Won be doing that this term then!'
negative,' I think waayy to much'
negative,' I thought I had kicked the insomnia bucket after doing so well and actually getting to bed before midnight the past few nights.'
negative,'- I thought I seen everything, until I saw EVERYTHING before my own eyes last night! I mean it, it really does break my heart sometimes '
negative,' i thought the hills would be an hour long'
positive,' I try t remind myself often that even the smallest input  can produce   big results  http://tinyurl.com/2mn6vl'
negative,' i try to fix things and all it does is make it worse. What else do i do.'
negative,'- I wake up, shower, eat...and go back to bed. I so tired all the time '
negative,' I wana be home but jbiz is gay  he gay'
negative,' I wanna curl up in a ball todayyy. Pack tonight. I leave day after tomorrow. This is NUTS.'
negative,' I wanna get crunk with randoms again. Just not as bad. Lol'
negative,' I wanna go home :0 fuck myself'
negative,' I wanna pick up my Jimmy Choo shades. Post Offices should reeeeeeeally be open on Sun!'
negative,' i wanna recieve his messages 2 do it for me get on mine bed him and chit and put that i can get his shit you know my email and the pa ...'
negative,' i wanna record new material'
negative,' I wanna use my swimsuit!!!'
negative,' I wanna watch transformers; Revenge of the fallen.. aw man. Seems soo good !'
negative,' i want a house'
negative,' Noone I know is on Twitter!!!'
negative,' noone wants to talk to me  lol'
negative,' not even one single reply.what are people look for nowadays? anyway, changed my hosting to GDI, also attended the webinar, not bad...'
negative,' not feelin well'
negative,' Not feeling good. But on the plus side im wii-fit ;)'
negative,'- Not feeling very well at all today'
negative,'-- not feeling well'
negative,' not happy'
positive,' not now is on tv!'
negative,' Not very well.'
negative,' nothing'
positive,' Nothing left to do but sit back, relax, have fun, and enjoy the ride! Lmbo. XD'
negative,' nothing to do alll dayyyyyyy.'
negative,' nothing with Lalalauren_ 1weikert 2hale 3.study 4morello 5hartley 6cardona 7lunch 8shongut'
positive,' notsugripp http://www.kivisaar.com/itblog/04/2009/898/notsugripp.html via @addthis'
negative,' now I have only 39 followers'
negative,'- Now my ex-daycare clients claim that I owe them over $400 and are going to take things to the &quot;next step&quot;.'
negative,' now that i kno is a lie, whateva :('
negative,' nuffin more eckkky that i cant take beside being disrespect is :O being ignore...blahhhhhhh'
negative,' nuggets out....'
negative,' Nuu supa stop that its not good fer your health'
negative,' nvm not double didgets someone on my followers was bad so i had to block them  sorry person'
positive,' o seara perfekta: vodka &amp; bertolucci (the dreamers)'
negative,' odd i tried to call mitchel musso but it dosent work....'
negative,' Of all the things I lost, I miss my Community Organizer degree the most.'
negative,' Off from work and no wifey...'
positive,'-- off to Kokomo to see if I can squeeze into this dress! Then shoe shopping with my seeester! And visiting my Brandice!'
negative,' oh dears, @Rainbow__Bright.  I so sorry to hear that.'
negative,' Oh great need to tidy my fucking room'
negative,' oh I miss it'
negative,' Oh Lebron. Sex and the City will cure my sadness temporarily.'
positive,' Oh man When you make Fishhes you end up fishy.'
negative,' oh nooo crying time..this part of the movie is so sad'
negative,' ohh I need to sleeep but I can uhhhh :@'
positive,' ok good im not the only one.. This weather makes me SO HAPPY!'
negative,' ok i miss u too soph'
negative,' ok so I overreacted. My bad, I was in the wrong shit happens. Just wanna talk to you.'
positive,'- Ok, how about just pray for mental clarity while drumming today since &quot;enough sleep&quot; didn happen...  Have .. http://bit.ly/HskKD'
negative,' okay have a good evening everybody.'
negative,' okay. Imy'
positive,' omfg! 7:30. ekkkkk! im so excited to see paramore! im only going cause paramore is going to be there. (: and this is my birthday present!'
positive,' on a big boat bobbing up and down on the Thames, sun shinning, the aroma of our lunch filling the restaurant and a beer on it way '
negative,' on the sad boat again why do I let shit like this happen'
negative,' on the way to work ...  didn noe that i have work today ....'
negative,' one down. Two to get this shit right. ... Kenny any minute now.'
positive,' one happy man right here people'
negative,' One little boy with ants in his pants and his shirt and his hair - Angry Ants - Lots'
negative,' I wish things were different'
negative,' i woke up to a migraine/my sinuses acting up! Nooo..'
positive,' I work at 1030 u?'
negative,' I work at 930 the morning after crank mob. ill have to cut this one short too, total bummer'
negative,' I work until 945. I unhappy about that. Whatev. Avett bros is tomorrow night.'
negative,' I would LOVE to ride the superman right now...'
negative,' I. am. so. sorry.'
positive,' IÂ´m cold!!! Today is 12Â°C here....'
negative,' iÂ´m soo sad .. i want somebody to love me to be a real gentalmen not like my last boyfriend iÂ´mm soo sadd ... (L)'
negative,' Ian Crawford isn with The Cab anymorrrrrrrree'
negative,' I RATHER BE IN THE  BAHAMAS!'
negative,' idk if i should have said that'
negative,' idk what else to do'
negative,' ih had 110 followers and now ih hav 99 heyyy twitter'
negative,' Il miss this year so much. I love high school. Jamal is so freaking LUCKY! He gets 2 go drinking w/ Rob! I can even drink at all!'
negative,' ill, so now school. you think i be happy because of that '
positive,' IM A LITTLE SPOILED BRAT !  DONT HATE ME FOR HACKING YOU SISTA &gt;33'
negative,' I a silly girl.'
negative,' I all alone on ere peeps! Talk to meeee x http://myloc.me/484V'
negative,' i all alone on twitter!!'
negative,' I all finished listening... I sorta considering giving it another play though. I might have missed a joke or two after all.'
positive,' Im am going to send some twits to some folk...............'
positive,' I awake! it amazin'
negative,' I being threated to attend bw3 tonight!'
negative,' i bored ! w/e everything is gonna b fun later in da day ! bye bye world till later'
positive,' im bored anyone wanna talk'
negative,' im bumped cause he cant go.'
positive,' I chill. He the one freaking out.'
positive,'- i confused with this twitter lark'
negative,' I finally home...but sad that AE is over....I MISS EVERYONE ;__;'
negative,' Im gna hate today. I already know.'
negative,' im gointo sleep or watch tv . loveeupeopleâ™¥'
positive,' I going to play with my camera today'
positive,' I gonna have some ramen and play a FF game... haven decided which yet.'
negative,' i gonna watch horton again with mum &amp; clo for some laughs.'
negative,' I having a homework fail right now. I wish I could stop time.'
negative,' I having a shitty night too, ihope you feel better @StevenRayMorris'
negative,' im in a good mood despite the fact my lunch is being taken over by uni shittee!! Will have to do some after the View!!  bad times!'
positive,' I in a great mood, but ... I feel a little guilty Q_Q xD'
positive,' I in garden, chillin'
negative,'- I in the boring bank. Some bloke has just asked about a cheque he entedoh the joy of modern English.'
negative,' Im in trouble for leaving the heater on all night'
negative,' Im Just Plain Pathetic'
negative,' Im like this right now http://twitpic.com/7zn9v'
negative,' Im more than a pair of legs. I have a great sense of humor and I filled with tons of random trivia. So y won anyone hang out with me?'
negative,' I not buying this dress cos its 30 dollars. But my hearts seriously gonna ache for days after it.'
positive,' I not cold!'
negative,' i want a iphone now lol, getting a tad bit jealous stupid 10 Month left on my Tmobile contract rawrrrr lol'
negative,' i want an octopus flash drive'
negative,' i want everything to be back to normal.'
negative,' i want movies, but my back doesn want to cooperate so i can put on pants.'
negative,' I want my stupid fourth Harry Potter book.'
negative,' i want one!'
negative,' i want some ice cream'
positive,' I want to buy the game Bayonetta and cosplay her. Definite video game vixen. ;3'
negative,' I want to get out of here before that guy comes back and chops off my hands.'
negative,' i want to go down...'
negative,' i want to go now'
negative,'- I want to stay in bed all day!'
negative,' i want to twatt with the asian...'
negative,' I want to watch the Super Junior video Catherine sent me but I scared. *Looks at Mary*'
negative,' i want Van Basten to b the milan manager !!!'
negative,' I wanted 2 go 2 the beach but no one else wants 2 go again :/'
negative,' I wanted to continue that convo. Oh well.'
negative,' i wanted to sleep in...'
negative,' I wants to plaayyyy'
negative,' i was go the middle of watching trong babyby seungri and the stupid power went out.'
negative,' I was helping mommy clean and we found clothes we bought for daddy that he never got to wear.'
negative,' I was not able to pay for my new domain and hosting because the bank closes at 3pm OUCH!'
negative,' i was vometing all ova the place.. and at the end, mrs vall was like to my mum &quot;is ur daughter a bullminic&quot;...like wtff'
negative,'-- i was watching How I Met Your Mother when suddenly all the screen went black &amp;its off!! shitass! what happened?!'
negative,' I wasn able to make to to the fre Chaka Khan concert in DC *shakes fist*'
negative,' i will be to sad to go!'
positive,' i will can you believe its been a month already!'
negative,' I WILL MISS U...'
positive,' I will watch supernatural now niahahahahaaa awesome show'
negative,' i wish he wasnt so down on himself idk how to make him cheer up boys state is depressing the crap out of him &amp; me..missing him like crazy'
negative,' I wish I could heal @sarabatch necl'
negative,' i wish i could live in Sac but bring all my friends and band with me'
negative,' i wish i could sleep in like everyone else.'
negative,' I wish I felt good enough to play in the rain.'
negative,' I wish I got some breakfast. My stomach is growling.'
negative,' I wish I was in Alabama right now. *sigh*'
negative,'- I wish I was watchin LeBron play'
negative,' I wish there wasn any bad in this world....  I don know how much more I can take before I break.'
negative,' i wish u guys would stop fighting'
negative,' i wish we could have spent the last full day of skool together..walking 2 class &amp; going 2 lunch with you would have made my entire yr ...'
negative,' i wish you had your phone &lt;3 i can send you emails from my phone if you give me your address'
negative,' I woke my friend in the middle of the night! All because of my cousin Grace ! She &quot;PING&quot; and say &quot;HEY&quot; to him in 12:11 GGRRRR'
negative,' I woke up from the deadly pain in my ribs...... I just know I gonna die!  cry cry cry it hurts so bad! Oh and good morning!'
positive,' one more final then bye bye school.'
negative,' one of my cats is very ill after reacting badly with her injection Bloody vets! ï¿½145 to make my cat ill! Strong words to be had!'
negative,' One of our two carp died today. He is more than 2 feet long and looked healthy otherwise.It has been really hot here, not enough oxygen.'
negative,' one point!!'
negative,' one session in the gym and I having problems with my leg again (slipped disc = sciatic pain). Will have to us my stick this week (('
negative,' onoes sunburn!'
positive,' ooh such a lovely morning! xoxo'
negative,' ouchh i poked my eye.'
negative,' our internet is xperiencing service interuption.                              KJS'
negative,' our plans changed &amp; we aren able to see Transforers tonight!! Sorry @justcherie &amp;@brittany_ko make it up to you!!'
negative,'- out for a late night cigarette. Can sleep.'
negative,' over it'
negative,' owireee'
negative,' pain errrg! stupid cold and stupid people confusing me!'
positive,' Paranoid LOOOOOOOOOVe that song @jonasbrothers Good job! AMAZING!! http://bit.ly/Qqaqp'
negative,' parents are back. haha'
negative,' parents have fucked off to the beach without me. I hate hot weather when i revising ahhhhh, I need tomorrow.'
positive,' party, the sats+pixie24th party, bbq, party ! &quot;vacation&quot; w the bestie, forrrrreal dude! xx'
positive,' Patrick Wolf came on to introduce Serafina!!! x x'
positive,' Perfectly cooked half-boiled eggs + my favourite spoon and that home-brand dark soya sauce makes my day!'
positive,'- phewwww! i did better then i expected on my mid-term! one more to gooo and then i ammm freeeeeeeeeeee!'
negative,' phone on the verge of dying - smartphone indeed, come on guys build a better battery #G1'
positive,' picking up new mcfly tickets at the venue. SO EFFING EXCITED. i nearly cried with relief. haha.'
negative,' plans didn come threw again! what does it take to just have a good exciting day with that person&lt;3?!GOODNIGHT!'
negative,'- PLEASE keep my roommate, Dominic, in your prayers. He back in the hospital having surgery again. '
negative,' please talk to me.'
positive,' Please?: http://eluts.com/frontstore/Item/item_zoom.asp?item_num=3418&amp;catalog_num=3&amp;mart_id=lutsdoll&amp;level=yes&amp;mother_catalog_num=554'
negative,' point still not taken...'
negative,' poker wont work'
positive,'-- ponte winery in temecula has amazing wines! you should go out there and try it!  love love the beverino. cheers!'
negative,' Pool still closed.  We will take another look at 3 pm.  Please check back.'
negative,' poor Aidan, I wanted u 2 win'
negative,' poor uncle james pleease get better  ;-('
negative,' poos Farrah. her last 3 years have been soooo sad.'
positive,' POSITIVITY: Inspiration From O Magazine: In a world full of negativity, it is sometimes hard to stay positive.. http://bit.ly/10SMJp'
negative,' preordered new iPhone and saw it just went out today from Apple and not getting here until the 22nd... which mens the 23rd - Bummer!'
negative,' pretty sad right now'
negative,' Put on way to much make-up trying to hide the fact that I sick. I hope my boss doesn send me home early again!!'
negative,'- quhite twitters ! uqhh qotta qet up at 6 for work.'
positive,' im not going to school today!'
negative,' im not liking this. It sucks'
