@relation 'data'

@attribute Sentiment {negative,positive}
@attribute SentimentText string

@data
negative,' hopefully I make it to next years parade. YES, THERE WILL BE ONE '
positive,' How beautiful is Prince. Oh My Goodness'
negative,' How do I make my headache go away?'
negative,' How do you just ignore them when theyre online too? God I want my friend back!!!!! :('
positive,' how i love the sun and its powers'
negative,'- how lame it is that I want my Scranton shirt so bad just so I can take a photo of Tim and I wearing our DM picnic shirts together'
positive,' how much do I love this...... Just stopped to grab a bite on the road and as we walk in.... Summertime came on &lt;3'
positive,' How everybody. I finna GO!  HOW ABOUT THEM APPLES =D'
negative,' http://bit.ly/MisVv  please find him ok. Can stand this tearing Ryry apart'
positive,' http://www.inimacopiilor.ro/campanie/campanie.php - pt copii'
negative,' Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.'
negative,' hungry and indecisive'
positive,' I also like this night. Il hibernate now.'
negative,'- I am burnt to a crisp.   Sunburn sucks!'
negative,' i am regretting getting that film developed... RIP'
negative,' i am so over it all.'
negative,' I am so worried......'
negative,'- I am wiv achey head'
negative,' I aways feel terrible when my friends get yelled at.'
negative,' i beeeeen sayin when my last days were heffer!!! lol lol next time forsure when u and @nessb0o graduate in 10 years'
positive,' i Call you'
negative,' i came home and didnt have anyone to tell how my day was to'
negative,' I can only think of one way to get out of this stupid loop of shitty moods, and I don wanna do it...'
negative,' I cannot print from Ubuntu to my Samsung printer, something called Splix sucks this time.'
negative,' I cant believe it'
negative,' i can block people anymore! what wrong!'
negative,' i can drive myself to school until december, even though il be eighteen already. exception?'
negative,' joe and stella. stop being so cute. i only know disney is tempting me with forbidden fruit.'
negative,'-- jon &amp; kate plus 8 on monday might make me really sad  ... stay together for the kidssssssss'
negative,' Jonas Brothers 3D Concert Movie is out on the 7th of May and i can go because of school interviews.  BUT iL see it sat!!(Hopefully)'
positive,' jonas brothers, cant wait!'
positive,' Josh Groban music is my happy place.'
negative,' jst received sm profound words 4rm the last guy I dated... thx Chigo'
positive,' jus chillen with the homies on the west sieedahh'
negative,' just been taken into a pet shop with @staceynoir tarantulas and mini crocodiles, ah quite scared. But i want a bearded dragon.'
negative,' just busted my head on my friends windshield. i hurt.'
negative,' just came back from Memorial of a friend around 100-200 turned up. I so sad right now. RIP Tom'
negative,' just dropped my boi off at the airport. I feel as though the L word is coming and I resisting it.'
positive,' just finished writing australia and put it up at lifesaclimb, what an accomplishment.'
negative,' Just found out I don get to hear from my soldier for another week!!!'
negative,' Just found out my &quot;play play&quot; grand-daddy died...  RIP William Watson... Thanks 4 the memories!'
positive,' Just get some new clothes. Thx mom.'
positive,' Just got a notebook similar to a Moleskine. Looking forward to purchasing one in Hong Kong this summer.'
positive,' just got home. Wow that was actually fun'
negative,' just got served by a small minded jerk off. So much for being funny.'
positive,' just happy.that all i tweeting now'
negative,' just like I thought everyone is busy already. It now depends on lyss...'
negative,' just like that.'
negative,' just passed up going to my favorite bar with most of my favorite people because i hurt so bad  -otte-'
negative,' just really upset and drunk'
negative,' Just re-tanlined my basketball sock tanline. Ftl.'
positive,' just sat wit sis lookin on twitter  x'
positive,' just seen a frog on the sidewalk (:'
positive,' just soaked in the hot springs of Pagosa. So nice.'
positive,' Just started a twitter xD'
negative,' just trying to help'
negative,' just walked in on boyfriend trying to hang himself.  he okay.'
negative,' just watched the farrah facett story. i feel terrible for her :/'
negative,' just weighed self... still 59 kilos!! Damn you body, gain some fat!'
negative,' just woke up..'
negative,' Karine Ruby, &quot;former Olympic snowboarding champion dies at 31.&quot; http://bit.ly/uKRBg'
negative,' karly on bb...how ...fifian..?'
negative,' killer headache. Today was half good and half bad. Could use some good news.'
positive,'- Kris Lundberg is speaking at the Int Virginia Woolf Conference today at 4pm! Come to Lincoln Center and support her. 113 W. 60th St.'
negative,' kyokyo-chan isn real.... ): Yukyosukuji!&lt;3'
negative,' last day of holidays...I wanna cry. http://tinyurl.com/d8s778'
negative,' last day of holidays...I wanna cry. http://tinyurl.com/q8428o'
negative,' last day of school....'
negative,' last day of summer uniform, I HATE WINTER ,i got locked out side my locker today .. not cool all my teachers were like were r your books'
negative,' i broke my microphone'
negative,' i burn my tounge'
negative,' I burned my quesadilla.'
negative,' i can believe i get sick on the first week of school.. 20 more days and then i outta there. ugh i hope i get better soon'
negative,' i cant believe you....'
negative,' i cant fall asleep.'
negative,' I can find pistachio ice cream at my store'
negative,' i cant go to miley cyrus tour 2009 because i would be on a wedding !'
negative,' i cant go to work until 7... that means 2 hours less... tear'
negative,' i cant guys. my computer got taken away    i on my moms phone'
negative,' I can play spymaster anymore. The page just keeps loading without ever actually doing so. So sad. WTF?!'
negative,' i cant see anything!!!!!! Im from spain and i cant see it!!! It isnt fair!'
positive,' i can stand Ravenna, but tonight it really nice.'
negative,' i cant stop being sad'
negative,' I can stop crying. I horrible to my husband and putting him off, I know, I feel like I driving him away  I can help it'
positive,'- I can wait to JDM my RSXy  be ready to race this badass chick! Yall aint ready.'
negative,' i cant wait to shower off all the dust on my body from my room! ARGH'
negative,' I can waite to I have a hubby and little one to come home to'
negative,' i cant watch skins! mum is in the loungeroom she wont leave!'
negative,' I cantt sleep -averi tweeting from moms phone'
negative,' I changed my mind'
negative,' i could be at a movie right now with someone...'
positive,' i could cry at how nice dannys voice sounds on radio one (L)'
negative,' I couldn eat my strawberry ice cream. My tummy hurts.'
negative,' I couldn go to Tower Records to buy LINES,VINES AND TRYING TIMES.... '
negative,' I COULDN HELP IT.'
negative,' I couldv taken a class from THE Ryan Feng... Sadness...Aw well! Ima learn from Mike Song and Tony Tran! Thassright people!'
negative,' I cut myself in like 3 different places. Sucky much.?'
positive,' i dare you to ask for it like that.'
negative,' i did not like the way i was awakened today'
negative,' I Didnt Expect My Niqht O2 End This Early..'
negative,' i didnt go shopping, but i am going to burbank again!'
negative,' i didn know.'
negative,' i didn want justine to go...will sam ever get eliminated &gt;.&lt; #masterchef'
negative,' I dislike this immensely, i lol at the fact I can spell immensely... thank you Lauren haha'
negative,' i don even know.'
negative,' i dont feel all that great. my head is gonna explode'
negative,' I don feel good again! Wth?'
negative,' i dont feel so good'
negative,' I don have any decent looking ones at all. I don want to wear mine and look like a big dork'
negative,' I dont have lunch money'
negative,' I don have the guts!!???,??!!!!'
negative,' i dont know how to do that fringe braidy thing'
negative,' I don know what my problem is..:/'
negative,' I don know..'
negative,' I don like cleaning'
negative,' i dont like it when people dont text back ~Tim~'
negative,' I don think I can call myself &quot;prize winning&quot;'
negative,' I don think I was wrong no matter what nobody says I really didn want da bread I just wanted my pancakes didn want to waist da food'
negative,' I cant find my connector for my cameraa!!!  Where is itt?!?!?!?!'
negative,' I cant get ma rarse outa bed. I NEED 2 get sum work done!'
negative,' i cant get photos to save for my twitter layout...argh...'
negative,' I can get to sleep... I also doing some serious thinking... LK should do an album... #littlekuribohYGOASsoundtrackalbum anyone? =]'
negative,' I can open my YM account ! Grr.'
negative,' i cant sleep, i dont deserve this .... N you know it '
negative,' I cant take the hurt...'
negative,' i can tell if he was crying.'
negative,' i can type! my mad typing skills are screwed! this damn papercut!'
negative,' i cant upload my pic...'
negative,' I can wait only 3 more days left.'
positive,' i cant wait to leave! lol'
negative,' I caught up. I WANT MOREEE! Ugh, fuck JAH-PAN, they need to produce more chapters so I can keep reading NARUTO &gt;:['
negative,'- I could go to Italy in that time'
negative,' i cried over jon and kate ... i think that makes me pretty lame haha'
negative,' I cut my hair'
negative,' I didn get picked for any show!!! Boehoe!'
negative,' I didn go to school. Again. My head hurts so bad. Again. This sucks. Again.'
negative,' I do look like luda, ugh.'
negative,' i dont feel good at all my tummy and head hurts really bad ((('
negative,' I dont know how to get the output type from nast and tsp01 tables... but tomorrow i will find that'
negative,' I don know what I did. @myhaloromance'
negative,' I don know what to say but'
negative,' I don know what to wear....'
negative,' i don know...?'
negative,' I dont like strapless bras either.'
negative,' i dont like that phone anymore...'
negative,' i dont like the fact my gay best friend is in tears... â™¥'
negative,' i don like thunderstorms! just let me hide!'
negative,' i don like your livejournal because you don use fancy words like that in real life.'
negative,' I don really wanna do this...love stinks sometimes.'
negative,' i dont wanna wait 10 more dayss'
negative,' I dont want her to be mad at me. She is sooo sweet!'
negative,' i dont want to go to bed but im so tired'
negative,' i dont wanta go to school today.....'
negative,' I dontcthink I slept enough.'
negative,' i dontttttttttttt feeeeeeeeel goooood'
negative,' i feel bad now.'
negative,' i feel like a idiot yet again.'
negative,' i feel like freakin crying,'
negative,' I feel like there school tomorrow. Most likely there will be.  NOOOOOOOO...'
negative,' i feel sad. Discouraged. Lonely. Unlucky.'
negative,' I feel so shitty! FML.'
negative,' i find no reason to keep on going anymore.'
negative,' i finished the cookies too fast... now i don have cookies for tomorrow... ('
positive,' I forgot how many great songs this mystery band had @AnnieLicious ? http://blip.fm/~5e7qp'
negative,' I forgot to put away my laundry earlier so my beds full of clothes. Guess its going on the floor. Dog hair is always in, yeah?'
negative,' i get my flip-flops in a few days but i am not happy.'
positive,' I get to do a review for Katie and Nina and for Colette when it gets here...... LIFE IS GOOD!!!!'
positive,' I get to sleep in as late as I want tomorrow! I so excited!'
negative,' I got a D in foundation mock http://twitpic.com/7slt4'
negative,' i don think il be able to wear my hair extensions all week i don have enough time to put them on really busy week'
negative,' i dont understand twitter'
negative,' I don wanna go to work...'
negative,' I don wanna. What I do want, I can have... fun times.'
negative,' I don want a million followers and sending out the exact same tweet is annoying. How can people with 0 updates have followers? So sad.'
negative,' I don want to go to work'
negative,' i feel bad i woke you up!!! but thats awesome do it so i can be addicted to you too'
negative,' i feel bad. I love you sweetheart, more than anything!'
negative,' i feel like my insides are slowly being torn from my body...'
negative,' i feel like shit'
negative,' i feel like such a loser.  i hate hills'
negative,' i feel lonely.'
positive,' i feel proud that took up the whole thing'
negative,' i feel really alone'
negative,' i feel really really really fucking sick, fml.'
negative,' I feel so disconnected without AIM. WORK DAMMIT.'
negative,'- I feel so naked without my Ipod'
negative,' I FEEL SO..... REPLACED.'
negative,' I feel terrible. Gosh, how do I manage to ruin it so quickly? Ie been home for an hour and Ie already messed something up!!!!'
negative,' I feel the way this sign looks stay up twitter peeps'
negative,' i fell down the stairs LOL!  stoooopid straightener!'
negative,'- I felt really sad when I heard that Paul McCartney squirrel was going to be shot  Fortunately I got the w.. http://htxt.it/l/qKpSIk'
negative,' I found out my mum has got cancer off the womb and she was supposed to go for an operation on Saturday but she didn go and I feel upset'
negative,' i go on twitter nd find out he has a girl :('
positive,' i got my eye on u! Lol'
negative,' I got scolded for not waiting and spending MORE to find my perfect storage solution...  saddies Guess I should have *hangs head*'
negative,' I got so scared tonight. Love you @kristengraham'
negative,' i got yelled at 4 helping the cats by my neighbor'
negative,' i got you anytime man. Just holla if you need me.'
positive,' i gotta remember to update more frequently i don have my blackberry it was so much easier  how is everyone doing?'
negative,' I guess all the finger-crossing in the world couldn help her.'
negative,' I guess I no Sherlock'
negative,' i had 107 followers when i went to bed now i have 102 what happen  it better not have been any of my VIP or maybe some non VIP got mad'
negative,' I had a bad thought'
negative,' i had a freaky dream last night'
negative,' I had to postpone the photoshoot. Stupid Wisconsin weather. Why can it be sunny? Working out, tanning, preschool grad night, then out!'
positive,' I has a huge pack of giant buttons &amp; a bag of doritos.  @shinydan is fab! oh &amp; he brought me coffee and is making sausage butty for lunch'
negative,' i has no followers to message to'
negative,' I has sazzy cruddy disease, i feel so sicky!'
negative,' i hate bad days.'
negative,'- I hate being offered an opportunity you know you can take... The right decision isn always the fun one'
negative,' I hate budget cut. It not making me happy.'
negative,' I hate fighting'
negative,' I hate how everything is so easy in OS X ...but at the same time...I love it. #OSX'
positive,'- I GOT A,  6/A IN MY SPANISH EXAM!! Im Soo Happy '
positive,' i got it nowww!!'
positive,' I GOT MAIL! yay for mail'
negative,' i got mosquito bites ALL OVER. is West Nile still a threat?! D:'
negative,' i got my hair confused with my curly noodles...'
negative,' i got scolded by my mother via skype. told me to go to sleep. doesn she know by now that her daughter is nocturnal.'
negative,' i got sun burned bad at work!'
negative,' i got the wrong damn monster. Ugghhh now i gotta go back to the shopette! at like.....4 in the morning. not pleased.'
positive,' i gotta take a whiz. lol'
negative,' i gotta work today'
negative,' I guess I see it differently. Jason told then he was removing the questions and Andrew responds to that, in the link you sent.'
negative,' I had 6 followers and I joined 2 days ago they un followed me! :1'
negative,' I had a feeling of impending doom &amp; then hear about this. NO GOOD. NO GOOD.'
positive,' i had a wonderful day with O.  Haight and Thai food.'
negative,' I had too many gummy octopus... The gummy hurt my tummy'
negative,' i has to do the dishes'
positive,' i has veggies tooo! lots of corm and peppers though and like 2 carrots'
negative,' i hate being in love. out of love. in love. hates it'
negative,' I hate germantown it keeps me from friends! Lols'
negative,' I hate it here. I hate everything. I don understand why we only fight when my dads here. Anywho, I might leave sunday night.'
negative,' i hate it when they wake me up with a wrong number and my step dad vacumming EVERY saturday morning.'
negative,' I hate muscle spasms. Fuck you spasms!!!!! http://twitpic.com/6e4a7'
negative,' I hate my job! I want to fly a plane soon! :  I hate my job! I want to fly a plane soon!  http://tinyurl.com/mm9wod'
negative,' I hate packing!'
negative,' i hate rain and people.'
negative,' i hate songs that will NEVER be my life.'
negative,' I hate the Rain! It puts a dampner on my sunday! I hope its gonna be sunny 2morrow! We need the good weather!'
negative,' I hate the scale.'
negative,' i hate this family. Save me!'
negative,' I hate watchinthis episode! Boulton the stations tough guy left frightened and angry - and in need of a HIV test after raid gone wrong!'
negative,' I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.'
negative,' i hate when my boyfriend has a bad day!'
negative,' i hate work. havent done much today. im trying! i have artists block. cant draw'
negative,' i hate work. I so sorry Aly.'
positive,' I have already completed work on &quot;mechanisms&quot; that boredom ... Now I have to study the map of Africa! tomorrow..BASEBALL! its SO cool'
negative,' I have an appt, but u all should go hear about palimpsests &amp; other interesting things tomorrow @machineproject http://tinyurl.com/m6qxqa'
negative,' I have no hair left trying to book train to Sheffield for Sun .. anyone ? I helping a pal fufill a dream to see Beyonce ... STRESS !'
negative,' i have one thing perfect going for me that i want. I have one bad thing not going for me at all that i want more than anything in the ...'
negative,' i have something to say thats going to keep you from smiling'
negative,' I have that sad and disappointed feeling in my gut...'
negative,' last day of weekend.'
negative,' Last day of year 11 today. Boswells 04-09 (L)'
positive,' LAST Day To Enter http://tinyurl.com/r3qhor'
negative,' last episode of buffy always makes me cryy'
negative,' last time seeing my kids. 2 of the greatest kids in the world.'
positive,' last tweet for the night!  VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace!'
positive,' last tweet for the night! VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace !!'
positive,' Laughter is one of the best things that God has given us'
negative,'- laying in bed b/c I have nothing to do!'
negative,' leaving florida want to live there forever! Texan*Girl'
positive,'- leaving for Seattle in ~14 hours!! Just one more day of work to survive, then wee off  to celebrate 3 years of wedded bliss '
negative,' leaving this hotel room sucks. They upgraded up to a two bedroom suite. Oh well.'
negative,' leaving tomorrow. miss home. mum incessantly whining to go shopping. i wanna stay home.'
negative,'- Legs feel worse than they did yesterday'
negative,' less and less people have been partying lately.'
negative,' lets get like icecream after to make u feel better!'
positive,' life is a mystery.!!! LOL freakin marriah.!!! LOL *blast off.!!* LOL'
positive,' life never ceases to amuse me. Wouldnt want it any other way!'
negative,' life sucks. but it would suck a lot more if i didn have the beautiful check yes gingerette to keep me company.'
positive,' lifes complete. all time low were a-fucking-mazing, disapointed that the venue didn let them sign though'
negative,' listenin to trey songs, kanye west song say u will remix. Its only one her, I only want her.'
positive,' listening to @ddlovato music. ;) youe a trainwreck but i wouldn love you if you changed..'
positive,'- Listening to Metro Station Shake it remix...quite good'
negative,' LittleBoxOfEvil We are just like that'
positive,' LOL. @elieehinojas...have you seen my new presentation...'
negative,' lol@teedramoses'
negative,' Lola hurt her leg... Of course this happens the day before we leave...'
positive,' lolz  iT.SR|TCE|TBE|'
negative,' LONELY. lol. i so boredddddd'
negative,' long ride home and i am bored'
negative,' long week ahead!!! Another weekend off!!!'
positive,'- long week ahead, but the good thing is we have the weekend to look forward to. '
negative,' lookin up strippin classes'
negative,' looks like I have to take the bus home tonight. I really need a new car, BADLY...'
negative,' Looks like Villarreal might not be making it to the Champions League next season.'
negative,' Losee Magic'
negative,' lost a follower -1. :/'
negative,' lost a follower! lol'
negative,' lost my spot in front of the heater'
negative,' lots of pics of clebs in teeny bikinis at the mo,well I feel like shamu today, salad for lunch and fruit, at least my baps are my own lol'
positive,' love it'
negative,' lunch break=wasted. 23mins left to keep refreshing.'
negative,' M is bummed. i wish there was something i could do'
negative,' maaaann...well @ least u dnt hav 2 worry about this silly place nemore @shansopink ...ooo gurl they drive me insane n here...i hate rules'
negative,' I hate Mondays.'
negative,' I hate my job! I want to fly a plane soon!'
negative,' I hate the &quot;out-of-nowhere&quot; stuff...'
negative,' i hate this'
negative,' i hate this .. Goodnight. LOL http://tinyurl.com/olyvhe'
negative,' I hate this job'
negative,' i hate thunderstorms...   I don like the sound of thunder...'
negative,' i hate today ((('
negative,'- I hate waking up when youe in the middle of the best dream ever'
negative,' i hate work'
negative,' i hate you think you or talk you? i don`t like that !! now aunts b.day'
negative,' i have a cold!'
negative,' I have a headache.'
positive,' i have a new pictureee...i don have face buuut...it beatiful! aah the photograph is Sara, shee a great future how photograph haha'
negative,' I have a sick @posty today. He has a headache, cough, sore throat.  He is curled up on the couch.'
negative,' i have a stomach ache.. and i think its from the ahi tuna i had at PF changs tonight.. something was just not right about it.'
positive,' i have an idea im going to get a gun go to taylor l house and kill him!! IM A VERY BAD GIRL x]'
negative,' I have heartburn...cheap pizza sauce'
negative,' I have never seen the Abbey Road thingy'
negative,' i have no deo left what am i going to doo i stink!'
negative,' I have rehearsals 10-4 today, and thenagain tomoro, and the next day, and the next, and then one more and I am finished with that school!'
negative,' i have the flu i feel horrible... @roly50100150 please come home i feel bad'
negative,' I have to go back to work now!  not long till finishing time...'
negative,' i have to start studying for finals'
negative,' I haven start packing for a 7:00am flight! FML'
negative,' i hope this gets better..'
negative,' I hope youe okay &lt;3'
negative,' I jinxed my good mood, I say I happy and all that cause Nicks the father to sharons baby and now Farrah dies... didn know her but its'
negative,' i juss wish hed talk...'
negative,' I just bought the 50 pack and so far only 4 out of 10 have worked out. These DVDs http://www.amazon.com/dp/B0007TJ58M'
negative,' I just color-edited 60 photos in Lightroom and used my external display and the color profile was wrong. Everything turned out bad. #FAIL'
positive,' I just don know how to begin this twitter thing. Anyway, I taking up my back subject this summer. Hope Il cope up.'
negative,' i just found my pet bird pidge. I was worried about her cos she likes to leave her cage and walk around cos she cant fly.. she died'
negative,' i just got a call form work saying more hours got cut'
negative,' i just got in the mood for a sad song... Boooo! two thumbs down'
positive,' i just got song a lullaby by none other than thee infamous matthew. xD i still can sleep but thanks for the effort.'
negative,' i just had a bad dream and now i afraid to go back to sleep.'
negative,' I just had to restore my iphone to its original settings...wtf apple...this sucks. I better not lose everything....'
negative,' i just hit my head gettiing into the car'
negative,' i just missed out on the hat pricing minigame....i hope i catch it next time!'
negative,' I just ran out of my favorite cologne...Who wants to buy me some more??'
negative,' i just realized i miss 11:11 dangggg'
negative,' i have to be at school for 8 in the morning.'
negative,' i have to go to my sisters now to look after vada so im not going to be able to talk properly to anyone for a while'
negative,'- I have to miss out on the Nashville night  at least there a Grease double feature on tonight...haha'
negative,' i have to wake up early 2morrow..Boo!!...first stop starbucks'
positive,' i have twitter on my phone now'
negative,' i havee to get up at 6 tomorrow blehh.'
negative,' I heard thunder... &amp; I think someone upset at me because I a str8 up blunt person... I need some advice on how not to be so blunt ha!'
negative,' i hope everyone is ok!'
negative,' i hope youe ok @EnchanteDMurDeR'
negative,' I hurt my wrist some how this morning and it really hurts'
negative,' i hurt so much :*( i wish i never went outside yesterday'
positive,' i joined twitter 24 January 2009. daayyuuummm. i thought it would have been in like april. lololol. hi mom.'
negative,' I just dont understand...'
positive,' I just found ACTUALLY AFFORDABLE Star Trek TOS action figures online! Kirk, Spock AND MCCOY for less than thirty bucks! Happy Trekkie.'
negative,' i just found out 2 of my gold fish died....  i named them Gerard and Mikey ....ok tomorrow i am getting new fish'
negative,' I just found out that california is a bust this year. Oh well next year it is'
negative,' I just got crop dusted.'
negative,' i just got shouted at...'
negative,' I just heard skins music and wants skins back on'
negative,' I just need an opportunity.'
negative,' i just realized i missed 11:11 dangggg'
positive,' I just ruined 4th Twilight book for my mom, YES, MY MOM! If I do nothing else today, I will feel fulfilled!'
negative,' I just wanna feel better. Now I freezing!'
negative,' i just want to crawl in bed with some cough drops, tissue box, and put on a movie. (('
negative,' I just want to sleep for once'
positive,'- I keep forgetting it is he apprentice final tonight. then i remember and get very excited'
negative,' I keep posting songs here and no one ever listens (I can tell ;) ) - jeez it tough being an unsuccessful songwriter!'
negative,' I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it dead. http://tinyurl.com/mlh4f5'
negative,' i knew this would happen !! i start feeling really ill and wouldn be able to sleep. it exactly the same as what happened friday &gt;:|'
negative,' I know @twitter not going to bother coding much for IE6, but having to pull up indiv tweets every time I reply is getting old. Fast.'
positive,' i know right? Lol'
positive,' I like feeling this way'
positive,' i like to be freelance'
positive,' i like you more'
negative,' I looked like Ie a needle poked through my nosey.'
negative,' i lost two followers'
positive,' i love being a fake rebel.Mmm... Kinda hungry.anyone want to do something?'
positive,' i love David Archuleta xD. i reaaallly want to see him in concert.'
negative,' I love him so much but our views are so different.'
positive,' I love how youe playing with different styles, pattern and details! http://lookbook.nu/look/159472'
positive,' I LOVE LOVE LOVE MY BFF JAZZMIN MARIE EVANS! THE CONVO WE JUS HAD! WHEW WE SHLD HV A TLK SHOW LMAO'
positive,'- mac &amp; cheese and a movie, what an awesome combo! '
negative,' Makes me a little weepy, this one. â™« http://blip.fm/~8je1h'
positive,' makes my heart smile real big. â™« http://blip.fm/~7qnjr'
positive,' making dinner today and then going to work. Hopefully tonight will be as good as yesterday'
negative,' Mammoth cave here I come'
positive,' Man looking at my cousins only remind me how old Ie gotten lol'
negative,' Man, I hate cleaning T^T'
positive,' Managing IT people is like herding cats'
negative,' may just said i the more boring person ever.'
negative,' mayfield psychiatric hospital.'
negative,'- me and my mom cars were broken into.  I feel violated.'
negative,' me has finished my hot chocolate now but my lappy is burnung my leg and am too warm. Xxx'
negative,' Me is bored. Someone IM me or somethin! AAHH.'
negative,' me Perdi EL conCierto de the kooks  I fEll so baD'
positive,'--- Meagan Good Fansite ; FOLLOW US!'
positive,' meebo is awesome'
negative,' meeting fell through until next week, im thinking yoga and soup will cheer me up !'
negative,' mega downpour... its go 45 mins to stop.... or no coaster for me.'
positive,'- Meh.... eating grapes and watching 7 Pounds. Had fun today playinmini golf with Richie, Reva, and Thomas. '
positive,' Merisha got a scholarship!!!!'
negative,' MIA my sinful hat.'
positive,' Michael Sheen ---&gt;http://bit.ly/7DCrg  ( beautiful man^^)'
negative,' miley didn win best actress or whatever'
negative,' mish is trying to get me into manga D'
negative,'- miss him so much . wish i had more time to spend wit him'
positive,' miss you'
negative,' Miss You Nath. xx'
negative,' missing all time low...'
negative,' missing the Evelyn....she is out having a good time....good for her! good night good folks....'
negative,' mm alright'
positive,'- Mmph. Gonna read for like half an hour.. prob 4 or so actually - xD - and go to bed. Night'
negative,' modern history homework... siiigh'
negative,' mon morn and i hav the biggest headache everrrrrr!  Roll on 3wks already!! x'
negative,'- Monday night is usually Cougar Night at High Noon Saloon. Where the heck are all the Cougars?'
positive,' More Star Wars humor: http://bit.ly/4fuAN'
positive,' Morning. Media Exam. x'
negative,' MOT didnt go v.well'
positive,' moving crap into the house now..well..i would be if ALL the traffic lights werent out...scary driving.'
negative,' must try to raise some funds to get better computer present one like me worn out. also need a publisher/literary agent?'
negative,'- my aching body'
positive,' my adopt-a-puppy http://yfrog.com/9wddej'
positive,' My advice is not to inquire why or whither, but just enjoy your ice cream while it on your plate. ~ Thornton Wilder'
negative,' my arm burns'
negative,' my back is killing me! my damn chest needs to be reduced asap! ugh!'
negative,' my back really hurts'
negative,' My boyfriend is gay.'
negative,'- my boys are rowdy now that adis home! wee been having lots of fun &amp; making lots of noise!!  but, now, jammie time is upon us... '
negative,' my bro isnt here yet!!!! what to do????'
negative,' my brother left me for the day now I am here by myself'
negative,' my coffee went cold'
negative,' I just realized that #wordcamp Dallas is happening the exact same weekend that apollocon.org is. Drat!'
negative,' i just received my G8 viola exam.. and its... well... .. disappointing.. :\\..'
negative,' i just recieved a text from the bf saying &quot;Whats ups babys&quot; haha JERK! quit making fun of me.'
negative,' i just saw a bunny outside and i thought it was my cat. I hate this.'
negative,' I just saw a huge spider crawling on my wall, then it went behind my bed!!'
negative,' I just saw a squished kitty outside my gate....I feel sad...'
positive,' I just saw the hottest thing ever'
negative,' i just wanna cry... I have so much work 2 do'
negative,' I just wanna sleep!! My eyes hurt.. My nose keep cloggin up.. I getting a headache n 1 of my nostrils &amp; my throat is dry.. :***-('
positive,' I just watched my son be promoted to a red belt @ Karate class. Cute and exciting!'
negative,' i just went to take a sip of my tea, and lifted the wrong cup. mmmm cold tea!'
negative,' I kinda miss my dad... This is lame with no one to feed me lil pieces of cheese. LonelyCheeseBunny.com'
negative,' i kinda wanna go back out. womp womp'
negative,' i knew it you hated me all along &lt;/3'
positive,' i know i a syllable whore, sorry but i did it on purpose.....'
negative,' i know longer feel the same for you &lt;/3'
negative,' i laid down for a little bit and fell asleep. So much for the movies......'
negative,' I left my phone @lser101loser house'
negative,' i left my yearbook at home!'
positive,' i like how you can change the colour of stuffs on bebo  &amp; how you can do the underline, italics &amp; bold thingys  haha'
positive,' I like it when things work like they should. I was expecting this upgrade to break something bigtime.'
negative,' i like katie wirth without brendon tooo'
negative,' I like to eat out a lil too much....I guess I just like being served after a crazy day @ work..I need a frequent diner card..lol eeeek!'
positive,' I like you so much better when youe naked.'
positive,'- i loove the songs of david archuleta ..'
positive,' I love getting off work , and smelling the scent after it rains! the best &lt;333'
negative,' I love it tho lol ? http://blip.fm/~78nrn'
positive,' i love my fly with me friends, @guyjbfanforlife and @taylavision_'
positive,' i love singing along with my baby  ....our favorite song is the best !!! ... and sex was delicious &lt;3 hahaha'
positive,' I love you, daddy.'
positive,' i love you. *you know who you are*'
positive,' i love you. Jef ivey is a bastard. Save me!'
negative,' I maybe in for tonight on my last real weekend home  mad I can turn off this location shit on ubber twitter'
positive,' I meant I e been thinking what is there to say to such a great nation... only that they remain united as they were before 1947.'
positive,' i might get in trouble for this. but Abby doesn count....'
negative,' I miss @nevamk, too. Let play.'
negative,' i miss @pppamp'
negative,' I miss all my babies back home. Someone cuddle me via esp!'
negative,' I MISS BRO CECI  RIP BAD THINGS KEEP HAPPENING TO ME'
negative,'- i miss mikey'
negative,' i miss my edward.'
negative,' I miss my iPhone'
negative,' I miss my iPhone  I wish it was friday so much!!'
negative,' My cornflowers have all drooped! I hope they survive!'
positive,'- My Cuzdem Juss Joined'
negative,' my ear buds for my ipod broke!! the left one doesnt work and the end of the wire thingy is comming out'
negative,' my ear just started bleeding'
negative,' my earring is infected and hurts so, so bad.'
negative,' My entire family forgot my birthday this year!'
negative,' My family is traveling to Machala city... I alone at home'
negative,' My foot asleep! It won wake up! Rawr.'
positive,' My girlies are going to be here in approx. 3 - 3 1/2 hours.  Road Trip!!!!'
negative,' my grandmother decided to pick me up with my mom. My car reeks.'
negative,' my head hurts...!'
negative,' My head really hurts!!!!!'
negative,'- my heart hurts.'
negative,' my heart is breaking for my little monkey!'
positive,' my hoodie came today! thank you @ChristopherDXS'
negative,' my house needs to be cleaned and I don even know where to begin!!'
negative,' my jb cd didnt come today. :('
negative,' my last post didn work iphone would make me feel better about my exam #squarespace'
negative,' my left side senses are not working water in my ears ! ('
