ItemID,Sentiment,SentimentSource,SentimentText
2798,positive,Sentiment140," I love how youe playing with different styles, pattern and details! http://lookbook.nu/look/159472"
2799,positive,Sentiment140, I LOVE LOVE LOVE MY BFF JAZZMIN MARIE EVANS! THE CONVO WE JUS HAD! WHEW WE SHLD HV A TLK SHOW LMAO
2800,positive,Sentiment140,"- mac &amp; cheese and a movie, what an awesome combo! "
2801,negative,Sentiment140," Makes me a little weepy, this one. â™« http://blip.fm/~8je1h"
2802,positive,Sentiment140, makes my heart smile real big. â™« http://blip.fm/~7qnjr
2803,positive,Sentiment140, making dinner today and then going to work. Hopefully tonight will be as good as yesterday
2804,negative,Sentiment140, Mammoth cave here I come
2805,positive,Sentiment140, Man looking at my cousins only remind me how old Ie gotten lol
2806,negative,Sentiment140," Man, I hate cleaning T^T"
2807,positive,Sentiment140, Managing IT people is like herding cats
2808,negative,Sentiment140, may just said i the more boring person ever.
2809,negative,Sentiment140, mayfield psychiatric hospital.
2810,negative,Sentiment140,- me and my mom cars were broken into.  I feel violated.
2811,negative,Sentiment140, me has finished my hot chocolate now but my lappy is burnung my leg and am too warm. Xxx
2812,negative,Sentiment140, Me is bored. Someone IM me or somethin! AAHH.
2813,negative,Sentiment140, me Perdi EL conCierto de the kooks  I fEll so baD
2814,positive,Sentiment140,--- Meagan Good Fansite ; FOLLOW US!
2815,positive,Sentiment140, meebo is awesome
2816,negative,Sentiment140," meeting fell through until next week, im thinking yoga and soup will cheer me up !"
2817,negative,Sentiment140, mega downpour... its go 45 mins to stop.... or no coaster for me.
2818,positive,Sentiment140,"- Meh.... eating grapes and watching 7 Pounds. Had fun today playinmini golf with Richie, Reva, and Thomas. "
2819,positive,Sentiment140, Merisha got a scholarship!!!!
2820,negative,Sentiment140, MIA my sinful hat.
2821,positive,Sentiment140, Michael Sheen ---&gt;http://bit.ly/7DCrg  ( beautiful man^^)
2822,negative,Sentiment140, miley didn win best actress or whatever
2823,negative,Sentiment140, mish is trying to get me into manga D
2824,negative,Sentiment140,- miss him so much . wish i had more time to spend wit him
2825,positive,Sentiment140, miss you
2826,negative,Sentiment140, Miss You Nath. xx
2827,negative,Sentiment140, missing all time low...
2828,negative,Sentiment140, missing the Evelyn....she is out having a good time....good for her! good night good folks....
2829,negative,Sentiment140, mm alright
2830,positive,Sentiment140,- Mmph. Gonna read for like half an hour.. prob 4 or so actually - xD - and go to bed. Night
2831,negative,Sentiment140, modern history homework... siiigh
2832,negative,Sentiment140, mon morn and i hav the biggest headache everrrrrr!  Roll on 3wks already!! x
2833,negative,Sentiment140,- Monday night is usually Cougar Night at High Noon Saloon. Where the heck are all the Cougars?
2834,positive,Sentiment140, More Star Wars humor: http://bit.ly/4fuAN
2835,positive,Sentiment140, Morning. Media Exam. x
2836,negative,Sentiment140, MOT didnt go v.well
2837,positive,Sentiment140, moving crap into the house now..well..i would be if ALL the traffic lights werent out...scary driving.
2838,negative,Sentiment140, must try to raise some funds to get better computer present one like me worn out. also need a publisher/literary agent?
2839,negative,Sentiment140,- my aching body
2840,positive,Sentiment140, my adopt-a-puppy http://yfrog.com/9wddej
2841,positive,Sentiment140," My advice is not to inquire why or whither, but just enjoy your ice cream while it on your plate. ~ Thornton Wilder"
2842,negative,Sentiment140, my arm burns
2843,negative,Sentiment140, my back is killing me! my damn chest needs to be reduced asap! ugh!
2844,negative,Sentiment140, my back really hurts
2845,negative,Sentiment140, My boyfriend is gay.
2846,negative,Sentiment140,"- my boys are rowdy now that adis home! wee been having lots of fun &amp; making lots of noise!!  but, now, jammie time is upon us... "
2847,negative,Sentiment140, my bro isnt here yet!!!! what to do????
2848,negative,Sentiment140, my brother left me for the day now I am here by myself
2849,negative,Sentiment140, my coffee went cold
2850,negative,Sentiment140, I just realized that #wordcamp Dallas is happening the exact same weekend that apollocon.org is. Drat!
2851,negative,Sentiment140, i just received my G8 viola exam.. and its... well... .. disappointing.. :\..
2852,negative,Sentiment140, i just recieved a text from the bf saying &quot;Whats ups babys&quot; haha JERK! quit making fun of me.
2853,negative,Sentiment140, i just saw a bunny outside and i thought it was my cat. I hate this.
2854,negative,Sentiment140," I just saw a huge spider crawling on my wall, then it went behind my bed!!"
2855,negative,Sentiment140, I just saw a squished kitty outside my gate....I feel sad...
2856,positive,Sentiment140, I just saw the hottest thing ever
2857,negative,Sentiment140, i just wanna cry... I have so much work 2 do
2858,negative,Sentiment140, I just wanna sleep!! My eyes hurt.. My nose keep cloggin up.. I getting a headache n 1 of my nostrils &amp; my throat is dry.. :***-(
2859,positive,Sentiment140, I just watched my son be promoted to a red belt @ Karate class. Cute and exciting!
2860,negative,Sentiment140," i just went to take a sip of my tea, and lifted the wrong cup. mmmm cold tea!"
2861,negative,Sentiment140, I kinda miss my dad... This is lame with no one to feed me lil pieces of cheese. LonelyCheeseBunny.com
2862,negative,Sentiment140, i kinda wanna go back out. womp womp
2863,negative,Sentiment140, i knew it you hated me all along &lt;/3
2864,positive,Sentiment140," i know i a syllable whore, sorry but i did it on purpose....."
2865,negative,Sentiment140, i know longer feel the same for you &lt;/3
2866,negative,Sentiment140, i laid down for a little bit and fell asleep. So much for the movies......
2867,negative,Sentiment140, I left my phone @lser101loser house
2868,negative,Sentiment140, i left my yearbook at home!
2869,positive,Sentiment140," i like how you can change the colour of stuffs on bebo  &amp; how you can do the underline, italics &amp; bold thingys  haha"
2870,positive,Sentiment140, I like it when things work like they should. I was expecting this upgrade to break something bigtime.
2871,negative,Sentiment140, i like katie wirth without brendon tooo
2872,negative,Sentiment140, I like to eat out a lil too much....I guess I just like being served after a crazy day @ work..I need a frequent diner card..lol eeeek!
2873,positive,Sentiment140, I like you so much better when youe naked.
2874,positive,Sentiment140,- i loove the songs of david archuleta ..
2875,positive,Sentiment140," I love getting off work , and smelling the scent after it rains! the best &lt;333"
2876,negative,Sentiment140, I love it tho lol ? http://blip.fm/~78nrn
2877,positive,Sentiment140," i love my fly with me friends, @guyjbfanforlife and @taylavision_"
2878,positive,Sentiment140, i love singing along with my baby  ....our favorite song is the best !!! ... and sex was delicious &lt;3 hahaha
2879,positive,Sentiment140," I love you, daddy."
2880,positive,Sentiment140, i love you. *you know who you are*
2881,positive,Sentiment140, i love you. Jef ivey is a bastard. Save me!
2882,negative,Sentiment140, I maybe in for tonight on my last real weekend home  mad I can turn off this location shit on ubber twitter
2883,positive,Sentiment140, I meant I e been thinking what is there to say to such a great nation... only that they remain united as they were before 1947.
2884,positive,Sentiment140, i might get in trouble for this. but Abby doesn count....
2885,negative,Sentiment140," I miss @nevamk, too. Let play."
2886,negative,Sentiment140, i miss @pppamp
2887,negative,Sentiment140, I miss all my babies back home. Someone cuddle me via esp!
2888,negative,Sentiment140, I MISS BRO CECI  RIP BAD THINGS KEEP HAPPENING TO ME
2889,negative,Sentiment140,- i miss mikey
2890,negative,Sentiment140, i miss my edward.
2891,negative,Sentiment140, I miss my iPhone
2892,negative,Sentiment140, I miss my iPhone  I wish it was friday so much!!
2893,negative,Sentiment140, My cornflowers have all drooped! I hope they survive!
2894,positive,Sentiment140,- My Cuzdem Juss Joined
2895,negative,Sentiment140, my ear buds for my ipod broke!! the left one doesnt work and the end of the wire thingy is comming out
2896,negative,Sentiment140, my ear just started bleeding
2897,negative,Sentiment140," my earring is infected and hurts so, so bad."
2898,negative,Sentiment140, My entire family forgot my birthday this year!
2899,negative,Sentiment140, My family is traveling to Machala city... I alone at home
2900,negative,Sentiment140, My foot asleep! It won wake up! Rawr.
2901,positive,Sentiment140, My girlies are going to be here in approx. 3 - 3 1/2 hours.  Road Trip!!!!
2902,negative,Sentiment140, my grandmother decided to pick me up with my mom. My car reeks.
2903,negative,Sentiment140, my head hurts...!
2904,negative,Sentiment140, My head really hurts!!!!!
2905,negative,Sentiment140,- my heart hurts.
2906,negative,Sentiment140, my heart is breaking for my little monkey!
2907,positive,Sentiment140, my hoodie came today! thank you @ChristopherDXS
2908,negative,Sentiment140, my house needs to be cleaned and I don even know where to begin!!
2909,negative,Sentiment140, my jb cd didnt come today. :(
2910,negative,Sentiment140, my last post didn work iphone would make me feel better about my exam #squarespace
2911,negative,Sentiment140, my left side senses are not working water in my ears ! (
2912,negative,Sentiment140, My little baby deer following me around in Dalaran says &quot;Unknown Pet&quot; ... and then WoW crashed. I guess I should get up anyway...
2913,negative,Sentiment140, My little man is looking less like a baby and more like a toddler every day  *tear*
2914,positive,Sentiment140, MY MAN IS HOME
2915,negative,Sentiment140,"- my mario and yoshi tshirt is all dog hair covered, and i don have a dog anymore... "
2916,negative,Sentiment140, my mate now has sims 3 talk about trying to kill me
2917,negative,Sentiment140," my mom just offered me a klondike bar, and i not hungry, but i took it because it was a sign of friendship....not war...i sad now "
2918,positive,Sentiment140, My mom likes Milow version of Ayo Technology... It a good thing she doesn have a clue what it about.
2919,negative,Sentiment140," My moodswings, nobody online, meh."
2920,negative,Sentiment140, my mother left today. She is going back to Oklahoma. Never lived in another state without my mom. Its weird. I gonna miss her.
2921,negative,Sentiment140, my mum called me crazy. OMG BRADIE WEBBBBBBBBBBBBBBBBBBBBBB
2922,negative,Sentiment140," my mum doesn learn her lesson, 4th time now shes got this basal cell cancer on her skin :("
2923,negative,Sentiment140, my mumS DRUNK  already
2924,positive,Sentiment140, My new wallpaper is LxLight based! From Deathnote if you didn know.... &gt;.&lt;&quot;
2925,negative,Sentiment140, My Palm wouldn connect to the laptop. ERRRRRRRR
2926,negative,Sentiment140, My perfect work of art on my hand has smudged!  Poooeypoopoo..
2927,negative,Sentiment140, my phone isn working so I haven been able to update my twitter all day
2928,negative,Sentiment140," My pic isn right in Tweetdeck after all that trouble of getting that pic up, and few people will ever see it as it is meant to be seen"
2929,positive,Sentiment140, my prom dress. please excuse the horrible lighting ! http://twitgoo.com/daus
2930,negative,Sentiment140," my ribs hurt,had a gansta fight last night with kade,forgot about my ribs and we chest slamed hard!!!!"
2931,negative,Sentiment140," My Scrivner update erased my old project files... and of course, I hadn backed them up in awhile. Farewell writing! :/"
2932,negative,Sentiment140, my shoot for popstar is cancelled  SHOOT! now what!?!?! ohh ik i get to see @mitchelmusso tonight at his concert tonight at 7! wooo(:
2933,negative,Sentiment140, my shoulder hurts...
2934,positive,Sentiment140, I love morning calls from my baby! Amazing way to start off my day&lt;3
2935,positive,Sentiment140, i love my parents. they already bought me movie studio. and they are still getting me a camera. and they got me the t.swift tickets.
2936,positive,Sentiment140, I LoVe SoUtH aMeRiCa (=
2937,positive,Sentiment140, i love talking to people that i love
2938,negative,Sentiment140," i love u bro. thanks for all the memories:saran wrap,burger king,chicharon,&quot;focker&quot;,rides home,our convo at milk,&quot;awww little!!&quot;,etc :/"
2939,positive,Sentiment140, I love weddings! http://twitpic.com/6si1o
2940,negative,Sentiment140, I love you
2941,negative,Sentiment140, I love you so much
2942,positive,Sentiment140, i love you!
2943,positive,Sentiment140," i loved today, ohhh i missed the old group&lt;3 glad wee back!"
2944,negative,Sentiment140, I  really disappointed my brother isn coming 2day..2morrow he will come.......I hate myself when I misunderstand things
2945,positive,Sentiment140, i made practically every biblical question in RE up
2946,negative,Sentiment140, i might not walk and go to the dance. if you dont have all your books turn in you cant :(
2947,negative,Sentiment140, I might quit
2948,negative,Sentiment140, i miss borris skippy from batemans bay. but i do love my sarah/charlie. sock slap/
2949,negative,Sentiment140, i miss having that SOS lol oh well....someone elsel come along loll
2950,negative,Sentiment140," i miss having tweets on my cell, i so out of the loop! fyi pythons are vertebrates also the guy on xkcd has some opinions on it"
2951,negative,Sentiment140, I miss him already. I won sleep tonight I know it
2952,negative,Sentiment140, i miss him so much.
2953,negative,Sentiment140, I miss JackB...my phone. JackBeef not Jack Bararkat. If I met him and he leaves..i would miss him but never met him probably never will.
2954,negative,Sentiment140," I miss mi Hermana, Nelly. &lt;3 you sis!"
2955,positive,Sentiment140, i miss my friend!
2956,negative,Sentiment140, I miss my Megan already and I may or may not have already cried.
2957,negative,Sentiment140, I miss my shawnie &amp; my baby.
2958,negative,Sentiment140, i miss my sister i hope this week goes by fast!
2959,positive,Sentiment140, i miss NM! awww. good times!
2960,negative,Sentiment140, I miss u mum  So much. I wish u were here because u r the one I would be talking about Andrew right now
2961,negative,Sentiment140, i miss you to virnisha!
2962,negative,Sentiment140, i miss you!
2963,negative,Sentiment140, I missed my 100th update and didn put anything special.. ready for bed? what kind sh-- is that!? maybe the 200thl b better. ;p
2964,negative,Sentiment140," i missed the listening party ,anyone record a video? skool! math final!ugh"
2965,negative,Sentiment140, i misss youuu.
2966,negative,Sentiment140, i need a good moan and hug
2967,negative,Sentiment140, I need a trophy shelf. We have too many for the top of the dvd shelf.
2968,negative,Sentiment140, I need another week of spring break you have no idea how much I dread going to school tomorrow
2969,negative,Sentiment140, I need desprate help! Tireddd and now gotta do blooming ICT!!
2970,negative,Sentiment140, I need me a pick-me-uppp. Just wasted almost 4 hours on a dumb page that didn even end up working at all. ugh. Story of my life lately.
2971,negative,Sentiment140, i need some different medicine and some food plz. thnx.
2972,negative,Sentiment140, I need some more time from work!
2973,negative,Sentiment140, i need to cheer up! Argh. i hate it when i like this.
2974,negative,Sentiment140, I need to stop settling for less as of  right now. Seriously. Stay the fuck away from them. Spend all your money on shit that you want.
2975,negative,Sentiment140, i need waffles!!!!!!
2976,positive,Sentiment140,- I never thought the word &quot;randomly&quot; could be so funny until my husband just said it! Cracking up haha ... Goodnight all  Be blessed...
2977,negative,Sentiment140, I miss my laptop
2978,negative,Sentiment140, I miss my phone.
2979,negative,Sentiment140, I miss my sisters alot and want them to come home soon. I don like being alone
2980,negative,Sentiment140," i miss the seniors already. last day of school, graduation and Grizzly Bear tomorrow. it was the best of times, it was the worst of times"
2981,negative,Sentiment140, i miss the suspense of waiting for the harry potter books to come out. best books ever! too bad the movies SUCK. il still see 6 though!
2982,negative,Sentiment140, i miss trixiee and monica ((
2983,negative,Sentiment140, I miss you
2984,negative,Sentiment140, I miss you alot. Please be safe. I dont care who you are in the morning. Just be safe&lt;3 sorry had to get that out.
2985,negative,Sentiment140, i missed the game
2986,negative,Sentiment140," I missed the second annual zombie walk in chicago, this past saturday. Damn it Damn it Damn it. I was so wanting to do that this year"
2987,negative,Sentiment140, i missed two friends weddings this weekend and i super sad. and i miss my best friends. and.. i could keep complaining but i won.
2988,negative,Sentiment140, i misssss you
2989,negative,Sentiment140," I need a firewire drive, usb is too damn slow for restoring or backing up"
2990,negative,Sentiment140, i need a guy!!!!!
2991,negative,Sentiment140, I need my handy dandy shooting hat.. I think that it should play a bigger role in my life.. The hat
2992,negative,Sentiment140, i need my study buddy! this isn working out!
2993,negative,Sentiment140, i need some friends
2994,negative,Sentiment140, i need to find another series of books to read! ahhhh Kellan Lutz is so damn hot...I thinking of having a KELLAN MARATHON of movies!
2995,negative,Sentiment140, I need to get rid of my bad habits.
2996,negative,Sentiment140, I need to study harder...
2997,positive,Sentiment140, i needd coke reallyy bad :p video ideass!!??
2998,negative,Sentiment140, I overbaked the cheesecake brownies.
2999,positive,Sentiment140, i presented my script to the production in class and they liked &gt;.&lt; it gonna be an interesting shooting ^^
3000,negative,Sentiment140, I quite like baseball and bball oh and the odd gridiron match that a tiny tiny part of the worlds population calls football
3001,negative,Sentiment140, i really don want to go to school
3002,negative,Sentiment140, I really liked Max.  He was one of my favorites #SYTYCD
3003,negative,Sentiment140, I really miss you. you don understand how much you really mean to me.
3004,negative,Sentiment140, i really want to go to the katy perry concertt.
3005,negative,Sentiment140, I really wanted her to win lol. I kinda guessed Diversity were gonna to win anyway.
3006,negative,Sentiment140, i really wanted to meet you and the wonder girls. good luck! is there any way i can try out to be part of your company? it my dream!
3007,positive,Sentiment140," i rocked summerrs Dot Dot Curve  shirt, pinstriped skinnys, Chuck hightops, 3D glasses, 200 yen necklace"
3008,negative,Sentiment140, i run all out of people. oh well that was a pretty successful hunt haha ;D now i need a bunch of people to add me so i have more victims.
3009,positive,Sentiment140, I SAID IT! i like him teehheee
3010,negative,Sentiment140, i so dont have enough icon space on lj.
3011,negative,Sentiment140, i so dont know what im doing on here its all so new
3012,negative,Sentiment140," I spent my sunday arvo, with a bottom feeding vulture, stuck up lawyer chick, gawd there the lowest of scum"
3013,negative,Sentiment140, i start working 2morrow..there goes 6weeks of my summer
3014,negative,Sentiment140, i still cant get twitter on my phone it wont even take my number when i try to set it up
3015,negative,Sentiment140, i still get teary eyed when i see p.s. i love you
3016,negative,Sentiment140, i think he cheating on me...will post story on @061004     T_T
3017,negative,Sentiment140, my show today at Tavern on the Green 4 Make Music NY is canceled due to rain... growl!!
3018,negative,Sentiment140, my sis left twilight at her fiances! boo! k thunderstorm waterfall it is. goodnight
3019,negative,Sentiment140, MY SON NOW IN COLOMBIA UNTIL AUGUST. I WONT SEE HIM TIL THEN. I MISS MY CHU CHU! BUT IM NOT GOING TO IRAQ!! YESSSSS!!!
3020,negative,Sentiment140, my thumb skin hurts coz its not there
3021,negative,Sentiment140, My thumbs hurt from cutting pappper.
3022,negative,Sentiment140, My tummy hurts.
3023,negative,Sentiment140, my tummy hurtsssss.
3024,negative,Sentiment140, my tummy really hurts now oh noes
3025,negative,Sentiment140," My turtle food! Its starving. ;( Im sorry, turtles. ;( I promise i buy tmr. ;("
3026,negative,Sentiment140, my tv died ~Tim~
3027,positive,Sentiment140, My video is almost uploaded!
3028,negative,Sentiment140, my video being weird #ChuckMeMondays #chuck!!
3029,negative,Sentiment140, My wrists&amp;arms hurt.
3030,negative,Sentiment140, Need for speed High stakes doesn work with compatibility mode on. DAAMN YOU EA FOR MAKING A GOOD GAME THATS TO GOOD TO BE TRUUUEE
3031,negative,Sentiment140," net  won work, might aswell go to sleep."
3032,negative,Sentiment140, never again
3033,negative,Sentiment140, Never waking up late again missed an awesome dress T3T
3034,negative,Sentiment140,"- new haircut, it shorter "
3035,negative,Sentiment140, new moon trailer not as awesome as I hoped...
3036,negative,Sentiment140, new sandals were damaged in great fall yesterday...
3037,positive,Sentiment140, nice song..http://bit.ly/iCMV2
3038,negative,Sentiment140, NICK BRAUN TWITTER IS BEING BLOCKED!!!!!! I LOVE HIM!!!!!!!!!!!!!!!!!! THIS SUCKS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
3039,negative,Sentiment140, no &quot;the postal service&quot; on twitter.....
3040,negative,Sentiment140, no 1 follow me
3041,negative,Sentiment140, No Baseball Today (:  I Hate the Rain!!  It is May right?
3042,negative,Sentiment140, no B-ball 2day Gyms getting fixed
3043,negative,Sentiment140, no body will talk 2 me.     *cries*
3044,negative,Sentiment140, no bonfire but maybe Venice Beach with Steph or comedy club with Sean
3045,negative,Sentiment140, no chance...
3046,negative,Sentiment140, no dishwasher
3047,negative,Sentiment140, no job at target or party city. plan c. does anyone know how to make money without having to apply somewhere?
3048,negative,Sentiment140," no MMS on 2G iPhone!  Why does Apple say its a hardware limit when jailbroken iphones can, even my T68i from 2002 did it"
3049,negative,Sentiment140, no more arrested development. i am sad.
3050,negative,Sentiment140, no naptime... being dragged to dinner. sigh! sleep sounds so good...
3051,negative,Sentiment140, no new anime releases tonight that I watch.
3052,negative,Sentiment140, no new svu for 3 months or so. *sniffs* I going to be so bored.
3053,negative,Sentiment140, No one is updatinggggggg /cry
3054,negative,Sentiment140," no one responded to my meetup for breakfast this morning at Carls Jr on 2nd, oh well, Il still go myself, only closer to 7:30."
3055,negative,Sentiment140, no one stays up as late as I do...
3056,negative,Sentiment140, No one to have dinner with...
3057,negative,Sentiment140, no ones talkin to me  my baby boyfriend is asleep D;D; im sad
3058,negative,Sentiment140," no Otalia today, but yeahhhhhhhhhh tomorrow"
3059,negative,Sentiment140," no phone call, no text, nothing....12:30"
3060,negative,Sentiment140, no room for standby flight. Now I gotta be here for 4 more hours.
3061,negative,Sentiment140," no swimming today, it raining. Guess Il get some reading done today, going to barnes and nobel for new books."
3062,negative,Sentiment140, no they are not.. stupid changes! Why they did last year and not this year?
3063,negative,Sentiment140, no transformers today! my ride stood me up can u believe this crap
3064,negative,Sentiment140," no work or school, because my ears are leaking"
3065,negative,Sentiment140,-- I think I broke the heater
3066,positive,Sentiment140, i think i finally figured out how to twitter on my phone!
3067,negative,Sentiment140, I think I have a cavity...
3068,negative,Sentiment140, I think I pulled a nerve in my back putting together a shelf for bd. Would that be neuralgia?
3069,negative,Sentiment140, i think i going to be sick
3070,positive,Sentiment140, I think it would be fun
3071,negative,Sentiment140, i think ie killed my laptop
3072,negative,Sentiment140, I think people get out of bed in the mornings wondering how they can piss me off.
3073,positive,Sentiment140, I thought it would be like.. 2pm by now.
3074,negative,Sentiment140, i thought we might see real @GregGutfeld tattoos. #redeye
3075,negative,Sentiment140, i told my dad I love him this morning and he just said bye.
3076,negative,Sentiment140," I took the blame for everything that happened the other night. part bc I don want any1 in trouble, part bc idk the other peoples names!"
3077,negative,Sentiment140, I wake up to something I did not want to read.
3078,negative,Sentiment140, I wanna be at Encounter  blah.
3079,negative,Sentiment140, i wanna go 2 sleep but i cant tear myself away from #bb10
3080,negative,Sentiment140, I wanna go home
3081,negative,Sentiment140, I wanna go to the apple store and get a free ipod from ryan leslie!
3082,negative,Sentiment140, I Wanna Play Dodgeball
3083,negative,Sentiment140, i wanna play scattergories at jean grae. left outttt.
3084,positive,Sentiment140," i wanna write some reviews of films &amp; music releases, so i go &amp; leave this place. Not for a long time of course.:]"
3085,negative,Sentiment140, i want  my  mcfly  album  back
3086,negative,Sentiment140, i want a fob tee!
3087,negative,Sentiment140, i want a happy day
3088,negative,Sentiment140, I want a hug now ..
3089,negative,Sentiment140, I want a regular day
3090,negative,Sentiment140, I want all my friends back.
3091,negative,Sentiment140, I want it BACK NOW!: http://bit.ly/PP1WZ
3092,negative,Sentiment140," I want kisses, too."
3093,negative,Sentiment140, I want LinesVines and trying times now
3094,negative,Sentiment140, i want some change! Hos!
3095,positive,Sentiment140,- I want The Sims 3 soooo bad!!!
3096,negative,Sentiment140, I want to go on facebook. I can feel the notifications piling up. I don like it. Shit.
3097,negative,Sentiment140, I want to puke... . They have stolen my blood :ï¿½-(
3098,negative,Sentiment140," I wanted the shiny shiny FA Cup. Berba can go away now, yesyes."
3099,negative,Sentiment140, I wanted to go cinema......
3100,negative,Sentiment140, i wanted to win but its allll good lol
3101,negative,Sentiment140, I was more interested in good python port for .net rather than java re: http://ff.im/396jG
3102,negative,Sentiment140, I was suppose to be mentality prepared for this but can help it get to me
3103,negative,Sentiment140, I went to the store. I woke up early and everything. THEY DIDN HAVE IT YET! OMG! I am so beyond pissed right now..
3104,negative,Sentiment140, i wish @ruebluestar192 was online right now so I could talk to him before I have to leave.. *hint hint*
3105,negative,Sentiment140, I wish he would talk to me and have a real conversation.
3106,negative,Sentiment140," I wish I could do somthing amazing. no tallent that i know of. apart from Lame jokes, &amp; my dolphine noise. Il let u know when i find it"
3107,negative,Sentiment140, I wish I could forget ...
3108,positive,Sentiment140, i wish i had my tablet pen :c...
3109,negative,Sentiment140, i wish i lived in atlanta
3110,negative,Sentiment140, I wish I wasn on my way to work right now!
3111,negative,Sentiment140," I WISH MY BESTIEBYTCH WAS HERE AND NOT DEAD LEAVING ME ALL ALONE RIP AMIEE I HELLA MISS HER, SHE WAS THAT 1 PERSON WHO INDERSTOOD ALL"
3112,negative,Sentiment140, i wish my bf realized how great i was
3113,negative,Sentiment140, i wish my mom didn cancel cable!!
3114,negative,Sentiment140, i wish someone was here to watch this movie with me. sucks watching titanic alone. haha depresing!
3115,negative,Sentiment140, i offically dnt like eyeliner. Ughhh im so hungry !!!
3116,negative,Sentiment140, i only 45 min lunch break today... stupid dead filing
3117,negative,Sentiment140, I really don even know what todo.
3118,negative,Sentiment140, I really don like my new haircut... It too short.
3119,negative,Sentiment140, i really need a hug
3120,positive,Sentiment140, i really wanna watch the david cook and archuleta concert!!) sooo HOTT!
3121,negative,Sentiment140, I sad right now
3122,positive,Sentiment140, I said I get a SUMMER flu not the swine flu    But now bilions of swineflu tweeters are following me
3123,positive,Sentiment140,"- i sang early tonight, one song...was fun. "
3124,positive,Sentiment140, I see you babes! follow my boy @RealTalk24  @MsMariaG @BUTTERSCOTCHBRE @cheeksgreatbarz
3125,negative,Sentiment140, I seem to have lost 2 followers today! Should I take that personally am I really that boring???
3126,negative,Sentiment140, i seriously hate this assignment. sigh. and i got no mood to do other assignments also coz i worrying too much abt this one!! grrr!
3127,positive,Sentiment140," I shine through my smile, someone said. I just Jamba-ing!!"
3128,negative,Sentiment140," i shouldn even bother watching the mmva, it only gonna piss me off."
3129,negative,Sentiment140," i so wish my head would sort itself out, god i hate being 15 sometimes! "
3130,negative,Sentiment140, I spoke too soon.
3131,negative,Sentiment140, I STILL CAN MAKE VIDEOS
3132,positive,Sentiment140, I think I did good in the math test! I need to write nao...34 655 words!
3133,negative,Sentiment140, I think I have the handwriting of a little kid. Probably because I type so much and write so little. http://twitpic.com/7ijsv
3134,negative,Sentiment140, I think I developing an anger problem
3135,negative,Sentiment140, I think I getting sicker everyday.
3136,negative,Sentiment140, I think I getting that stomach virus going around....nooooooo.
3137,negative,Sentiment140, I think I starting to get sick... piglet flu?
3138,negative,Sentiment140, I think imma have 2 take my dog 2 the vet....
3139,negative,Sentiment140, I think the price of my skating lessons has gone up from Â£48 to Â£60!!  Won be doing that this term then!
3140,negative,Sentiment140, I think waayy to much
3141,negative,Sentiment140, I thought I had kicked the insomnia bucket after doing so well and actually getting to bed before midnight the past few nights.
3142,negative,Sentiment140,"- I thought I seen everything, until I saw EVERYTHING before my own eyes last night! I mean it, it really does break my heart sometimes "
3143,negative,Sentiment140, i thought the hills would be an hour long
3144,positive,Sentiment140, I try t remind myself often that even the smallest input  can produce   big results  http://tinyurl.com/2mn6vl
3145,negative,Sentiment140, i try to fix things and all it does is make it worse. What else do i do.
3146,negative,Sentiment140,"- I wake up, shower, eat...and go back to bed. I so tired all the time "
3147,negative,Sentiment140, I wana be home but jbiz is gay  he gay
3148,negative,Sentiment140, I wanna curl up in a ball todayyy. Pack tonight. I leave day after tomorrow. This is NUTS.
3149,negative,Sentiment140, I wanna get crunk with randoms again. Just not as bad. Lol
3150,negative,Sentiment140, I wanna go home :0 fuck myself
3151,negative,Sentiment140, I wanna pick up my Jimmy Choo shades. Post Offices should reeeeeeeally be open on Sun!
3152,negative,Sentiment140, i wanna recieve his messages 2 do it for me get on mine bed him and chit and put that i can get his shit you know my email and the pa ...
3153,negative,Sentiment140, i wanna record new material
3154,negative,Sentiment140, I wanna use my swimsuit!!!
3155,negative,Sentiment140, I wanna watch transformers; Revenge of the fallen.. aw man. Seems soo good !
3156,negative,Sentiment140, i want a house
3157,negative,Sentiment140, Noone I know is on Twitter!!!
3158,negative,Sentiment140, noone wants to talk to me  lol
3159,negative,Sentiment140," not even one single reply.what are people look for nowadays? anyway, changed my hosting to GDI, also attended the webinar, not bad..."
3160,negative,Sentiment140, not feelin well
3161,negative,Sentiment140, Not feeling good. But on the plus side im wii-fit ;)
3162,negative,Sentiment140,- Not feeling very well at all today
3163,negative,Sentiment140,-- not feeling well
3164,negative,Sentiment140, not happy
3165,positive,Sentiment140, not now is on tv!
3166,negative,Sentiment140, Not very well.
3167,negative,Sentiment140, nothing
3168,positive,Sentiment140," Nothing left to do but sit back, relax, have fun, and enjoy the ride! Lmbo. XD"
3169,negative,Sentiment140, nothing to do alll dayyyyyyy.
3170,negative,Sentiment140, nothing with Lalalauren_ 1weikert 2hale 3.study 4morello 5hartley 6cardona 7lunch 8shongut
3171,positive,Sentiment140, notsugripp http://www.kivisaar.com/itblog/04/2009/898/notsugripp.html via @addthis
3172,negative,Sentiment140, now I have only 39 followers
3173,negative,Sentiment140,- Now my ex-daycare clients claim that I owe them over $400 and are going to take things to the &quot;next step&quot;.
3174,negative,Sentiment140," now that i kno is a lie, whateva :("
